branch,target_nm,radius_nm,environment_charge_e,effective_enclosed_charge_e,water_charge_e,ion_charge_e,ligand_charge_e
probe_1p5nm,1.500000,0.270000,-5.318824970,-4.318824970,-5.318824970,0.000000000,0.000000000
probe_1p5nm,1.500000,0.290000,-2.770361426,-1.770361426,-2.770361426,0.000000000,0.000000000
probe_1p5nm,1.500000,0.310000,-0.527662713,0.472337287,-0.517761723,-0.009900990,0.000000000
probe_1p5nm,1.500000,0.330000,0.417269604,1.417269604,0.437071584,-0.019801980,0.000000000
probe_1p5nm,1.500000,0.350000,0.988824752,1.988824752,1.008626733,-0.019801980,0.000000000
probe_1p5nm,1.500000,0.370000,1.237619347,2.237619347,1.257421327,-0.019801980,0.000000000
probe_1p5nm,1.500000,0.390000,0.840892832,1.840892832,0.860694812,-0.019801980,0.000000000
probe_1p5nm,1.500000,0.410000,-0.110393109,0.889606891,-0.080690139,-0.029702970,0.000000000
probe_1p5nm,1.500000,0.430000,-1.152640733,-0.152640733,-1.122937762,-0.029702970,0.000000000
probe_1p5nm,1.500000,0.450000,-1.908554950,-0.908554950,-1.849149010,-0.059405941,0.000000000
probe_1p5nm,1.500000,0.470000,-2.997501267,-1.997501267,-2.918293347,-0.079207921,0.000000000
probe_1p5nm,1.500000,0.490000,-2.501977228,-1.501977228,-2.353462376,-0.148514851,0.000000000
probe_1p5nm,1.500000,0.510000,-2.188747109,-1.188747109,-2.010529287,-0.178217822,0.000000000
probe_1p5nm,1.500000,0.530000,-1.119232218,-0.119232218,-0.921212416,-0.198019802,0.000000000
probe_1p5nm,1.500000,0.550000,-0.321490713,0.678509287,-0.073965960,-0.247524752,0.000000000
probe_1p5nm,1.500000,0.570000,0.058981188,1.058981188,0.336208911,-0.277227723,0.000000000
probe_1p5nm,1.500000,0.590000,0.281249624,1.281249624,0.578279327,-0.297029703,0.000000000
probe_1p5nm,1.500000,0.610000,-0.276486614,0.723513386,0.040345069,-0.316831683,0.000000000
probe_1p5nm,1.500000,0.630000,-0.760256891,0.239743109,-0.423623228,-0.336633663,0.000000000
probe_1p5nm,1.500000,0.650000,-1.365062376,-0.365062376,-1.008626733,-0.356435644,0.000000000
probe_1p5nm,1.500000,0.670000,-1.257104970,-0.257104970,-0.880867347,-0.376237624,0.000000000
probe_1p5nm,1.500000,0.690000,-1.663361921,-0.663361921,-1.257421327,-0.405940594,0.000000000
probe_1p5nm,1.500000,0.710000,-1.117962376,-0.117962376,-0.672417822,-0.445544554,0.000000000
probe_1p5nm,1.500000,0.730000,-0.938845267,0.061154733,-0.443795762,-0.495049505,0.000000000
probe_1p5nm,1.500000,0.750000,-0.974901861,0.025098139,-0.430347406,-0.544554455,0.000000000
probe_1p5nm,1.500000,0.770000,-0.906548416,0.093451584,-0.302588020,-0.603960396,0.000000000
probe_1p5nm,1.500000,0.790000,-0.770953188,0.229046812,-0.107586851,-0.663366337,0.000000000
probe_1p5nm,1.500000,0.810000,-1.035631842,-0.035631842,-0.322760554,-0.712871287,0.000000000
probe_1p5nm,1.500000,0.830000,-0.765923604,0.234076396,-0.013448356,-0.752475248,0.000000000
probe_1p5nm,1.500000,0.850000,-0.691587089,0.308412911,0.080690139,-0.772277228,0.000000000
probe_1p5nm,1.500000,0.870000,-0.351830812,0.648169188,0.430347406,-0.782178218,0.000000000
probe_1p5nm,1.500000,0.890000,-1.195159347,-0.195159347,-0.383278158,-0.811881188,0.000000000
probe_1p5nm,1.500000,0.910000,-1.893732772,-0.893732772,-1.042247624,-0.851485149,0.000000000
probe_1p5nm,1.500000,0.930000,-1.523161861,-0.523161861,-0.632072752,-0.891089109,0.000000000
probe_1p5nm,1.500000,0.950000,-1.455549525,-0.455549525,-0.544658436,-0.910891089,0.000000000
probe_1p5nm,1.500000,0.970000,-1.266901980,-0.266901980,-0.336208911,-0.930693069,0.000000000
probe_1p5nm,1.500000,0.990000,-0.913326792,0.086673208,0.047069248,-0.960396040,0.000000000
probe_1p5nm,1.500000,1.010000,-0.451794198,0.548205802,0.558106792,-1.009900990,0.000000000
probe_1p5nm,1.500000,1.030000,-0.477949802,0.522050198,0.571555149,-1.049504950,0.000000000
probe_1p5nm,1.500000,1.050000,-1.045957584,-0.045957584,0.013448356,-1.059405941,0.000000000
probe_1p5nm,1.500000,1.070000,-0.231590911,0.768409089,0.867418990,-1.099009901,0.000000000
probe_1p5nm,1.500000,1.090000,-0.627946871,0.372053129,0.490865010,-1.118811881,0.000000000
probe_1p5nm,1.500000,1.110000,-0.973315663,0.026684337,0.195001168,-1.168316832,0.000000000
probe_1p5nm,1.500000,1.130000,-1.658440733,-0.658440733,-0.450519941,-1.207920792,0.000000000
probe_1p5nm,1.500000,1.150000,-1.866149149,-0.866149149,-0.618624396,-1.247524752,0.000000000
probe_1p5nm,1.500000,1.170000,-1.438237446,-0.438237446,-0.141207743,-1.297029703,0.000000000
probe_1p5nm,1.500000,1.190000,-0.711655644,0.288344356,0.605176040,-1.316831683,0.000000000
probe_1p5nm,1.500000,1.210000,-0.220420079,0.779579921,1.116213584,-1.336633663,0.000000000
probe_1p5nm,1.500000,1.230000,-0.739710382,0.260289618,0.605176040,-1.346534653,0.001648232
probe_1p5nm,1.500000,1.250000,-1.149144144,-0.149144144,0.235346238,-1.386138614,0.001648232
probe_1p5nm,1.500000,1.270000,-0.930423075,0.069576925,0.463968297,-1.396039604,0.001648232
probe_1p5nm,1.500000,1.290000,-0.916233610,0.083766390,0.517761723,-1.435643564,0.001648232
probe_1p5nm,1.500000,1.310000,-0.656361839,0.343638161,0.806901386,-1.465346535,0.002083310
probe_1p5nm,1.500000,1.330000,-0.629094571,0.370905429,0.853970634,-1.485148515,0.002083310
probe_1p5nm,1.500000,1.350000,-1.255601171,-0.255601171,0.255518772,-1.514851485,0.003731542
probe_1p5nm,1.500000,1.370000,-1.289694108,-0.289694108,0.262242950,-1.554455446,0.002518388
probe_1p5nm,1.500000,1.390000,-1.911124761,-0.911124761,-0.329484733,-1.584158416,0.002518388
probe_1p5nm,1.500000,1.410000,-1.644337298,-0.644337298,-0.033620891,-1.613861386,0.003144979
probe_1p5nm,1.500000,1.430000,-1.294781522,-0.294781522,0.376553980,-1.673267327,0.001931825
probe_1p5nm,1.500000,1.450000,-1.038121881,-0.038121881,0.638796931,-1.673267327,-0.003651485
probe_1p5nm,1.500000,1.470000,-0.591845239,0.408154761,1.102765228,-1.693069307,-0.001541160
probe_1p5nm,1.500000,1.490000,-0.555155641,0.444844359,1.163282832,-1.712871287,-0.005567185
probe_1p5nm,1.500000,1.510000,-0.272137819,0.727862181,1.499491743,-1.762376238,-0.009253324
probe_1p5nm,1.500000,1.530000,-1.182859946,-0.182859946,0.652245287,-1.831683168,-0.003422065
probe_1p5nm,1.500000,1.550000,-1.595208984,-0.595208984,0.282415485,-1.871287129,-0.006337341
probe_1p5nm,1.500000,1.570000,-2.197617757,-1.197617757,-0.275691307,-1.920792079,-0.001134371
probe_1p5nm,1.500000,1.590000,-1.469206161,-0.469206161,0.511037545,-1.980198020,-0.000045686
probe_1p5nm,1.500000,1.610000,-1.104312687,-0.104312687,0.975005842,-2.079207921,-0.000110608
probe_1p5nm,1.500000,1.630000,-1.528292252,-0.528292252,0.585003505,-2.118811881,0.005516124
probe_1p5nm,1.500000,1.650000,-2.417728557,-1.417728557,-0.235346238,-2.188118812,0.005736492
probe_1p5nm,1.500000,1.670000,-1.623183632,-0.623183632,0.591727683,-2.217821782,0.002910467
probe_1p5nm,1.500000,1.690000,-0.072043301,0.927956699,2.145012851,-2.227722772,0.010666619
probe_1p5nm,1.500000,1.710000,0.098257516,1.098257516,2.393807446,-2.306930693,0.011380764
probe_1p5nm,1.500000,1.730000,-0.774146292,0.225853708,1.600354416,-2.386138614,0.011637906
probe_1p5nm,1.500000,1.750000,-1.619234532,-0.619234532,0.800177208,-2.435643564,0.016231824
probe_1p5nm,1.500000,1.770000,-0.598581010,0.401418990,1.876045723,-2.485148515,0.010521782
probe_1p5nm,1.500000,1.790000,-2.019623924,-1.019623924,0.463968297,-2.485148515,0.001556294
probe_1p5nm,1.500000,1.810000,-2.298097502,-1.298097502,0.262242950,-2.564356436,0.004015983
probe_1p5nm,1.500000,1.830000,-2.770444043,-1.770444043,-0.181552812,-2.594059406,0.005168175
probe_1p5nm,1.500000,1.850000,-1.738396312,-0.738396312,0.887591525,-2.623762376,-0.002225460
probe_1p5nm,1.500000,1.870000,-1.079427180,-0.079427180,1.586906059,-2.673267327,0.006934087
probe_1p5nm,1.500000,1.890000,-0.473461924,0.526538076,2.218978812,-2.693069307,0.000628571
probe_1p5nm,1.500000,1.910000,0.625015691,1.625015691,3.368813287,-2.742574257,-0.001223339
probe_1p5nm,1.500000,1.930000,-0.197952439,0.802047561,2.548463545,-2.742574257,-0.003841726
probe_1p5nm,1.500000,1.950000,-0.531672614,0.468327386,2.171909564,-2.702970297,-0.000611882
probe_1p5nm,1.500000,1.970000,-1.894672159,-0.894672159,0.914488238,-2.792079208,-0.017081189
probe_1p5nm,1.500000,1.990000,-1.556231599,-0.556231599,1.277593861,-2.831683168,-0.002142292
probe_1p5nm,1.500000,2.010000,-1.576207978,-0.576207978,1.277593861,-2.841584158,-0.012217681
probe_1p5nm,1.500000,2.030000,-2.268311325,-1.268311325,0.679142000,-2.920792079,-0.026661245
probe_1p5nm,1.500000,2.050000,-2.226465183,-1.226465183,0.766556317,-2.950495050,-0.042526451
probe_1p5nm,1.500000,2.070000,-0.710636018,0.289363982,2.313117307,-2.990099010,-0.033654315
probe_1p5nm,1.500000,2.090000,-0.194722145,0.805277855,2.864499921,-3.039603960,-0.019618106
probe_1p5nm,1.500000,2.110000,0.114422242,1.114422242,3.220881366,-3.089108911,-0.017350213
probe_1p5nm,1.500000,2.130000,0.254421589,1.254421589,3.402434178,-3.128712871,-0.019299718
probe_1p5nm,1.500000,2.150000,-0.757745713,0.242254287,2.373634911,-3.108910891,-0.022469732
probe_1p5nm,1.500000,2.170000,-1.881277908,-0.881277908,1.210352079,-3.089108911,-0.002521076
probe_1p5nm,1.500000,2.190000,-0.870628553,0.129371447,2.225702990,-3.079207921,-0.017123622
probe_1p5nm,1.500000,2.210000,-2.805210924,-1.805210924,0.248794594,-3.029702970,-0.024302547
probe_1p5nm,1.500000,2.230000,-3.069761447,-2.069761447,0.047069248,-3.099009901,-0.017820794
probe_1p5nm,1.500000,2.250000,-2.848978282,-1.848978282,0.161380277,-3.009900990,-0.000457569
probe_1p5nm,1.500000,2.270000,-0.659776163,0.340223837,2.292944772,-2.960396040,0.007675104
probe_1p5nm,1.500000,2.290000,0.942615868,1.942615868,3.900023366,-2.970297030,0.012889531
probe_1p5nm,1.500000,2.310000,0.581321851,1.581321851,3.530193564,-2.970297030,0.021425316
probe_1p5nm,1.500000,2.330000,-1.168101210,-0.168101210,1.741562158,-2.930693069,0.021029701
probe_1p5nm,1.500000,2.350000,-1.789010828,-0.789010828,1.069144337,-2.881188119,0.023032954
probe_1p5nm,1.500000,2.370000,-0.964634845,0.035365155,1.943287505,-2.950495050,0.042572699
probe_1p5nm,1.500000,2.390000,-0.739539660,0.260460340,2.171909564,-2.960396040,0.048946815
probe_1p5nm,1.500000,2.410000,-0.415594181,0.584405819,2.447600871,-2.910891089,0.047696037
probe_1p5nm,1.500000,2.430000,-1.594086653,-0.594086653,1.190179545,-2.831683168,0.047416971
probe_1p5nm,1.500000,2.450000,-1.995893898,-0.995893898,0.766556317,-2.821782178,0.059331964
probe_1p5nm,1.500000,2.470000,-2.021948517,-1.021948517,0.672417822,-2.752475248,0.058108908
probe_1p5nm,1.500000,2.490000,-1.998083409,-0.998083409,0.524485901,-2.613861386,0.091292076
probe_2p0nm,2.000000,0.010000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_2p0nm,2.000000,0.030000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_2p0nm,2.000000,0.050000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_2p0nm,2.000000,0.070000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_2p0nm,2.000000,0.090000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_2p0nm,2.000000,0.110000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_2p0nm,2.000000,0.130000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_2p0nm,2.000000,0.150000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_2p0nm,2.000000,0.170000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_2p0nm,2.000000,0.190000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_2p0nm,2.000000,0.210000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_2p0nm,2.000000,0.230000,-0.517761723,0.482238277,-0.517761723,0.000000000,0.000000000
probe_2p0nm,2.000000,0.250000,-4.686752218,-3.686752218,-4.686752218,0.000000000,0.000000000
probe_2p0nm,2.000000,0.270000,-5.365894218,-4.365894218,-5.365894218,0.000000000,0.000000000
probe_2p0nm,2.000000,0.290000,-2.911198614,-1.911198614,-2.891396634,-0.019801980,0.000000000
probe_2p0nm,2.000000,0.310000,-0.705297604,0.294702396,-0.665693644,-0.039603960,0.000000000
probe_2p0nm,2.000000,0.330000,0.350398376,1.350398376,0.390002337,-0.039603960,0.000000000
probe_2p0nm,2.000000,0.350000,0.861435921,1.861435921,0.901039881,-0.039603960,0.000000000
probe_2p0nm,2.000000,0.370000,1.251438257,2.251438257,1.291042218,-0.039603960,0.000000000
probe_2p0nm,2.000000,0.390000,0.901780990,1.901780990,0.941384950,-0.039603960,0.000000000
probe_2p0nm,2.000000,0.410000,0.229363168,1.229363168,0.268967129,-0.039603960,0.000000000
probe_2p0nm,2.000000,0.430000,-0.957269010,0.042730990,-0.907764059,-0.049504950,0.000000000
probe_2p0nm,2.000000,0.450000,-1.905378139,-0.905378139,-1.855873188,-0.049504950,0.000000000
probe_2p0nm,2.000000,0.470000,-2.651391366,-1.651391366,-2.582084436,-0.069306931,0.000000000
probe_2p0nm,2.000000,0.490000,-2.967057188,-1.967057188,-2.877948277,-0.089108911,0.000000000
probe_2p0nm,2.000000,0.510000,-2.473015366,-1.473015366,-2.393807446,-0.079207921,0.000000000
probe_2p0nm,2.000000,0.530000,-1.584312178,-0.584312178,-1.445698317,-0.138613861,0.000000000
probe_2p0nm,2.000000,0.550000,-0.649651406,0.350348594,-0.511037545,-0.138613861,0.000000000
probe_2p0nm,2.000000,0.570000,0.049663129,1.049663129,0.188276990,-0.138613861,0.000000000
probe_2p0nm,2.000000,0.590000,0.133900634,1.133900634,0.282415485,-0.148514851,0.000000000
probe_2p0nm,2.000000,0.610000,-0.199131465,0.800868535,-0.060517604,-0.138613861,0.000000000
probe_2p0nm,2.000000,0.630000,-0.491447941,0.508552059,-0.342933089,-0.148514851,0.000000000
probe_2p0nm,2.000000,0.650000,-0.723246812,0.276753188,-0.564830970,-0.158415842,0.000000000
probe_2p0nm,2.000000,0.670000,-1.576846891,-0.576846891,-1.398629069,-0.178217822,0.000000000
probe_2p0nm,2.000000,0.690000,-1.519876653,-0.519876653,-1.351559822,-0.168316832,0.000000000
probe_2p0nm,2.000000,0.710000,-1.550320733,-0.550320733,-1.391904891,-0.158415842,0.000000000
probe_2p0nm,2.000000,0.730000,-1.284900970,-0.284900970,-1.136386119,-0.148514851,0.000000000
probe_2p0nm,2.000000,0.750000,-1.439557069,-0.439557069,-1.291042218,-0.148514851,0.000000000
probe_2p0nm,2.000000,0.770000,-0.989037129,0.010962871,-0.840522277,-0.148514851,0.000000000
probe_2p0nm,2.000000,0.790000,-0.699526911,0.300473089,-0.531210079,-0.168316832,0.000000000
probe_2p0nm,2.000000,0.810000,-0.057553168,0.942446832,0.100862673,-0.158415842,0.000000000
probe_2p0nm,2.000000,0.830000,-0.639009307,0.360990693,-0.470692475,-0.168316832,0.000000000
probe_2p0nm,2.000000,0.850000,-0.938420515,0.061579485,-0.780004673,-0.158415842,0.000000000
probe_2p0nm,2.000000,0.870000,-0.830833663,0.169166337,-0.672417822,-0.158415842,0.000000000
probe_2p0nm,2.000000,0.890000,-1.533695564,-0.533695564,-1.385180713,-0.148514851,0.000000000
probe_2p0nm,2.000000,0.910000,-1.409854099,-0.409854099,-1.291042218,-0.118811881,0.000000000
probe_2p0nm,2.000000,0.930000,-1.712442119,-0.712442119,-1.593630238,-0.118811881,0.000000000
probe_2p0nm,2.000000,0.950000,-0.979506693,0.020493307,-0.860694812,-0.118811881,0.000000000
probe_2p0nm,2.000000,0.970000,-1.124261802,-0.124261802,-1.015350911,-0.108910891,0.000000000
probe_2p0nm,2.000000,0.990000,-0.623866356,0.376133644,-0.544658436,-0.079207921,0.000000000
probe_2p0nm,2.000000,1.010000,-0.943079545,0.056920455,-0.853970634,-0.089108911,0.000000000
probe_2p0nm,2.000000,1.030000,-1.000420337,-0.000420337,-0.921212416,-0.079207921,0.000000000
probe_2p0nm,2.000000,1.050000,-1.141628079,-0.141628079,-1.062420158,-0.079207921,0.000000000
probe_2p0nm,2.000000,1.070000,-1.248473822,-0.248473822,-1.129661941,-0.118811881,0.000000000
probe_2p0nm,2.000000,1.090000,-1.053102099,-0.053102099,-0.914488238,-0.138613861,0.000000000
probe_2p0nm,2.000000,1.110000,-0.344627683,0.655372317,-0.255518772,-0.089108911,0.000000000
probe_2p0nm,2.000000,1.130000,-0.300735248,0.699264752,-0.201725347,-0.099009901,0.000000000
probe_2p0nm,2.000000,1.150000,-1.222318218,-0.222318218,-1.143110297,-0.079207921,0.000000000
probe_2p0nm,2.000000,1.170000,-1.528453604,-0.528453604,-1.459146673,-0.069306931,0.000000000
probe_2p0nm,2.000000,1.190000,-1.490914792,-0.490914792,-1.391904891,-0.099009901,0.000000000
probe_2p0nm,2.000000,1.210000,-0.845393683,0.154606317,-0.746383782,-0.099009901,0.000000000
probe_2p0nm,2.000000,1.230000,-0.445490356,0.554509644,-0.356381446,-0.089108911,0.000000000
probe_2p0nm,2.000000,1.250000,-1.064855861,-0.064855861,-1.015350911,-0.049504950,0.000000000
probe_2p0nm,2.000000,1.270000,-0.799436099,0.200563901,-0.759832139,-0.039603960,0.000000000
probe_2p0nm,2.000000,1.290000,-1.029169822,-0.029169822,-1.048971802,0.019801980,0.000000000
probe_2p0nm,2.000000,1.310000,-0.619365505,0.380634495,-0.658969465,0.039603960,0.000000000
probe_2p0nm,2.000000,1.330000,-1.010108950,-0.010108950,-1.089316871,0.079207921,0.000000000
probe_2p0nm,2.000000,1.350000,-0.737223901,0.262776099,-0.786728851,0.049504950,0.000000000
probe_2p0nm,2.000000,1.370000,-0.935772436,0.064227564,-0.995178376,0.059405941,0.000000000
probe_2p0nm,2.000000,1.390000,-0.468997881,0.531002119,-0.558106792,0.089108911,0.000000000
probe_2p0nm,2.000000,1.410000,-1.559055861,-0.559055861,-1.687768733,0.128712871,0.000000000
probe_2p0nm,2.000000,1.430000,-1.331916020,-0.331916020,-1.539836812,0.207920792,0.000000000
probe_2p0nm,2.000000,1.450000,-1.157457941,-0.157457941,-1.385180713,0.227722772,0.000000000
probe_2p0nm,2.000000,1.470000,-1.047805941,-0.047805941,-1.344835644,0.297029703,0.000000000
probe_2p0nm,2.000000,1.490000,-1.229358752,-0.229358752,-1.526388455,0.297029703,0.000000000
probe_2p0nm,2.000000,1.510000,-1.374113861,-0.374113861,-1.681044554,0.306930693,0.000000000
probe_2p0nm,2.000000,1.530000,-0.812830257,0.187169743,-1.129661941,0.316831683,0.000000000
probe_2p0nm,2.000000,1.550000,-1.005766277,-0.005766277,-1.391904891,0.386138614,0.000000000
probe_2p0nm,2.000000,1.570000,-0.515642376,0.484357624,-0.941384950,0.425742574,0.000000000
probe_2p0nm,2.000000,1.590000,-1.182077129,-0.182077129,-1.647423663,0.465346535,0.000000000
probe_2p0nm,2.000000,1.610000,-1.216809683,-0.216809683,-1.741562158,0.524752475,0.000000000
probe_2p0nm,2.000000,1.630000,-0.941859485,0.058140515,-1.506215921,0.564356436,0.000000000
probe_2p0nm,2.000000,1.650000,-0.880971327,0.119028673,-1.425525782,0.544554455,0.000000000
probe_2p0nm,2.000000,1.670000,-0.390476871,0.609523129,-0.954833307,0.564356436,0.000000000
probe_2p0nm,2.000000,1.690000,-0.596120139,0.403879861,-1.190179545,0.594059406,0.000000000
probe_2p0nm,2.000000,1.710000,-1.003488752,-0.003488752,-1.627251129,0.623762376,0.000000000
probe_2p0nm,2.000000,1.730000,-1.037109644,-0.037109644,-1.660872020,0.623762376,0.000000000
probe_2p0nm,2.000000,1.750000,-0.891242871,0.108757129,-1.445698317,0.554455446,0.000000000
probe_2p0nm,2.000000,1.770000,-0.249639683,0.750360317,-0.833798099,0.584158416,0.000000000
probe_2p0nm,2.000000,1.790000,-0.703706990,0.296293010,-1.297766396,0.594059406,0.000000000
probe_2p0nm,2.000000,1.810000,-1.482745867,-0.482745867,-2.097943604,0.613861386,0.001336351
probe_2p0nm,2.000000,1.830000,-0.211505629,0.788494371,-0.806901386,0.594059406,0.001336351
probe_2p0nm,2.000000,1.850000,-1.442400798,-0.442400798,-2.057598535,0.613861386,0.001336351
probe_2p0nm,2.000000,1.870000,-1.390245536,-0.390245536,-2.023977644,0.633663366,0.000068741
probe_2p0nm,2.000000,1.890000,-0.203366458,0.796633542,-0.800177208,0.594059406,0.002751344
probe_2p0nm,2.000000,1.910000,-1.032599361,-0.032599361,-1.627251129,0.594059406,0.000592362
probe_2p0nm,2.000000,1.930000,-1.362442337,-0.362442337,-1.869321545,0.504950495,0.001928713
probe_2p0nm,2.000000,1.950000,-2.005885986,-1.005885986,-2.474497584,0.465346535,0.003265064
probe_2p0nm,2.000000,1.970000,-1.309363873,-0.309363873,-1.728113802,0.415841584,0.002908345
probe_2p0nm,2.000000,1.990000,-1.832675335,-0.832675335,-2.171909564,0.336633663,0.002600566
probe_2p0nm,2.000000,2.010000,-1.438402586,-0.438402586,-1.761734693,0.316831683,0.006500424
probe_2p0nm,2.000000,2.030000,-1.577382331,-0.577382331,-1.896218257,0.316831683,0.002004243
probe_2p0nm,2.000000,2.050000,-1.115894065,-0.115894065,-1.452422495,0.336633663,-0.000105233
probe_2p0nm,2.000000,2.070000,-1.030073310,-0.030073310,-1.311214752,0.277227723,0.003913720
probe_2p0nm,2.000000,2.090000,-1.687075075,-0.687075075,-1.929839149,0.237623762,0.005140311
probe_2p0nm,2.000000,2.110000,0.204901830,1.204901830,0.006724178,0.188118812,0.010058840
probe_2p0nm,2.000000,2.130000,-0.840111273,0.159888727,-1.042247624,0.188118812,0.014017539
probe_2p0nm,2.000000,2.150000,-1.928195038,-0.928195038,-2.138288673,0.198019802,0.012073833
probe_2p0nm,2.000000,2.170000,-1.517589830,-0.517589830,-1.781907228,0.247524752,0.016792645
probe_2p0nm,2.000000,2.190000,-1.855087301,-0.855087301,-2.104667782,0.227722772,0.021857709
probe_2p0nm,2.000000,2.210000,-2.259157564,-1.259157564,-2.467773406,0.178217822,0.030398020
probe_2p0nm,2.000000,2.230000,-3.013303140,-2.013303140,-3.227605545,0.188118812,0.026183592
probe_2p0nm,2.000000,2.250000,-0.914328178,0.085671822,-1.096041050,0.148514851,0.033198020
probe_2p0nm,2.000000,2.270000,-1.405660724,-0.405660724,-1.533112634,0.099009901,0.028442008
probe_2p0nm,2.000000,2.290000,-0.395888546,0.604111454,-0.558106792,0.128712871,0.033505375
probe_2p0nm,2.000000,2.310000,0.643170333,1.643170333,0.531210079,0.079207921,0.032752333
probe_2p0nm,2.000000,2.330000,-1.622081372,-0.622081372,-1.647423663,-0.019801980,0.045144271
probe_2p0nm,2.000000,2.350000,-0.404174555,0.595825445,-0.437071584,-0.029702970,0.062600000
probe_2p0nm,2.000000,2.370000,-1.688942224,-0.688942224,-1.734837980,-0.019801980,0.065697736
probe_2p0nm,2.000000,2.390000,-2.270485616,-1.270485616,-2.319841485,-0.009900990,0.059256859
probe_2p0nm,2.000000,2.410000,-1.310269506,-0.310269506,-1.412077426,0.039603960,0.062203960
probe_2p0nm,2.000000,2.430000,-1.751712886,-0.751712886,-1.781907228,-0.029702970,0.059897312
probe_2p0nm,2.000000,2.450000,-0.790570252,0.209429748,-0.820349743,-0.039603960,0.069383451
probe_2p0nm,2.000000,2.470000,-1.604235214,-0.604235214,-1.573457703,-0.089108911,0.058331400
probe_2p0nm,2.000000,2.490000,-1.055080765,-0.055080765,-1.008626733,-0.089108911,0.042654879
probe_3p0nm,3.000000,0.010000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_3p0nm,3.000000,0.030000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_3p0nm,3.000000,0.050000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_3p0nm,3.000000,0.070000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_3p0nm,3.000000,0.090000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_3p0nm,3.000000,0.110000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_3p0nm,3.000000,0.130000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_3p0nm,3.000000,0.150000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_3p0nm,3.000000,0.170000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_3p0nm,3.000000,0.190000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_3p0nm,3.000000,0.210000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
probe_3p0nm,3.000000,0.230000,-0.390002337,0.609997663,-0.390002337,0.000000000,0.000000000
probe_3p0nm,3.000000,0.250000,-4.653131327,-3.653131327,-4.653131327,0.000000000,0.000000000
probe_3p0nm,3.000000,0.270000,-5.137272158,-4.137272158,-5.137272158,0.000000000,0.000000000
probe_3p0nm,3.000000,0.290000,-2.774862277,-1.774862277,-2.656050396,-0.118811881,0.000000000
probe_3p0nm,3.000000,0.310000,-0.877161802,0.122838198,-0.679142000,-0.198019802,0.000000000
probe_3p0nm,3.000000,0.330000,0.071317881,1.071317881,0.289139663,-0.217821782,0.000000000
probe_3p0nm,3.000000,0.350000,0.743735703,1.743735703,0.961557485,-0.217821782,0.000000000
probe_3p0nm,3.000000,0.370000,0.952185228,1.952185228,1.170007010,-0.217821782,0.000000000
probe_3p0nm,3.000000,0.390000,0.928835881,1.928835881,1.156558653,-0.227722772,0.000000000
probe_3p0nm,3.000000,0.410000,0.128658673,1.128658673,0.356381446,-0.227722772,0.000000000
probe_3p0nm,3.000000,0.430000,-0.846347168,0.153652832,-0.618624396,-0.227722772,0.000000000
probe_3p0nm,3.000000,0.450000,-2.103768495,-1.103768495,-1.876045723,-0.227722772,0.000000000
probe_3p0nm,3.000000,0.470000,-2.530568535,-1.530568535,-2.292944772,-0.237623762,0.000000000
probe_3p0nm,3.000000,0.490000,-2.607340752,-1.607340752,-2.340014020,-0.267326733,0.000000000
probe_3p0nm,3.000000,0.510000,-2.257312931,-1.257312931,-1.970184218,-0.287128713,0.000000000
probe_3p0nm,3.000000,0.530000,-1.345630950,-0.345630950,-1.028799267,-0.316831683,0.000000000
probe_3p0nm,3.000000,0.550000,-0.683114119,0.316885881,-0.356381446,-0.326732673,0.000000000
probe_3p0nm,3.000000,0.570000,-0.047123446,0.952876554,0.309312198,-0.356435644,0.000000000
probe_3p0nm,3.000000,0.590000,-0.278551762,0.721448238,0.107586851,-0.386138614,0.000000000
probe_3p0nm,3.000000,0.610000,-0.335522000,0.664478000,0.060517604,-0.396039604,0.000000000
probe_3p0nm,3.000000,0.630000,-0.532958871,0.467041129,-0.087414317,-0.445544554,0.000000000
