lag_frames,lag_ps,lag_ns,n_time_origins,msd_nm2,sd_squared_displacement_nm2,descriptive_sem_nm2
698,1396.0,1.396,1802,2.884652760193375,2.349068622132219,0.05533734397217355
699,1398.0,1.398,1801,2.887081925938426,2.3513576410476205,0.055406642502299173
700,1400.0,1.4,1800,2.8895128246441266,2.354708875917181,0.05550102046270638
701,1402.0,1.402,1799,2.891628359937499,2.3554775106208536,0.05553456576781524
702,1404.0,1.404,1798,2.8937066101691413,2.3567652960818157,0.05558037732020638
703,1406.0,1.406,1797,2.8955675999997252,2.3577260383954943,0.05561850374553012
704,1408.0,1.408,1796,2.8972842721348764,2.358678147326276,0.055656451983295545
705,1410.0,1.41,1795,2.8989353156731665,2.3595995446056617,0.05569370078303189
706,1412.0,1.412,1794,2.9008313326430613,2.359216890035997,0.055700186509233425
707,1414.0,1.414,1793,2.9029747488516353,2.358219703005937,0.05569216726348378
708,1416.0,1.416,1792,2.905081331266945,2.3576936868990397,0.05569527824287359
709,1418.0,1.418,1791,2.9073229550239916,2.3575584069706768,0.0557076281470302
710,1420.0,1.42,1790,2.9099271702198806,2.357389541581705,0.05571919546655956
711,1422.0,1.422,1789,2.912767420793717,2.3575122817137424,0.05573766790505508
712,1424.0,1.424,1788,2.9151809348805635,2.357089800016433,0.055743260973206595
713,1426.0,1.426,1787,2.917974823227452,2.3571038920285226,0.05575918903302485
714,1428.0,1.428,1786,2.9213696629164456,2.3581573896107537,0.055799725232698806
715,1430.0,1.43,1785,2.9240923187079013,2.358940083295904,0.05583387883798945
716,1432.0,1.432,1784,2.927232092485748,2.3594955215409996,0.05586267553593948
717,1434.0,1.434,1783,2.930731129888354,2.3596006148529463,0.055880827554485
718,1436.0,1.436,1782,2.9338506117840897,2.3593042767410597,0.05588948465578325
719,1438.0,1.438,1781,2.9366864381473374,2.35897276127401,0.05589731746861223
720,1440.0,1.44,1780,2.9392076964325007,2.3584729557394155,0.05590117023033011
721,1442.0,1.442,1779,2.9422465164785763,2.359968876430016,0.055952346110371774
722,1444.0,1.444,1778,2.944754923653498,2.3604973680277803,0.05598061202458257
723,1446.0,1.446,1777,2.947248205526848,2.360974450215503,0.056007678721126976
724,1448.0,1.448,1776,2.9493873107518014,2.3610883010665886,0.05602614599087591
725,1450.0,1.45,1775,2.9520609778228812,2.362055784622001,0.05606488961640163
726,1452.0,1.452,1774,2.954560326920144,2.3621518320118757,0.056082969607321925
727,1454.0,1.454,1773,2.9571303026641678,2.363383065767814,0.056128023809112866
728,1456.0,1.456,1772,2.9598122950376538,2.365339524884785,0.056190336142760755
729,1458.0,1.458,1771,2.962535468623417,2.365604292960074,0.05621248944852592
730,1460.0,1.46,1770,2.9657221909956064,2.367382280292073,0.05627062766054099
731,1462.0,1.462,1769,2.968807552442696,2.3689913038082984,0.05632478596122599
732,1464.0,1.464,1768,2.9716900765690424,2.3698367001492118,0.05636081836640641
733,1466.0,1.466,1767,2.974612738630138,2.371693501828777,0.056420936295091206
734,1468.0,1.468,1766,2.977820138837161,2.3726360835582407,0.05645933796237627
735,1470.0,1.47,1765,2.9803378910594382,2.373472950553864,0.056495249603556896
736,1472.0,1.472,1764,2.9827165812526983,2.3744104830338397,0.05653358292937714
737,1474.0,1.474,1763,2.9856110511757805,2.3753483415280505,0.0565719503000273
738,1476.0,1.476,1762,2.9883104829028984,2.37661064742973,0.05661807331217213
739,1478.0,1.478,1761,2.991074712193685,2.3775642215728574,0.05665687005391556
740,1480.0,1.48,1760,2.993276253346315,2.378688839808438,0.056699770505333674
741,1482.0,1.482,1759,2.9952330241351866,2.379398876706781,0.056732814912822956
742,1484.0,1.484,1758,2.9972588495909585,2.3808744883128288,0.056784141745329086
743,1486.0,1.486,1757,2.999424010132951,2.3804389145829856,0.0567899074080553
744,1488.0,1.488,1756,3.0016536083622993,2.380678997749349,0.056811804625728234
745,1490.0,1.49,1755,3.003957990935158,2.3810212354460125,0.056836157403554535
746,1492.0,1.492,1754,3.0059478150729566,2.380037132324408,0.05682885923931469
747,1494.0,1.494,1753,3.0083106667022075,2.378804635756664,0.056815628876184646
748,1496.0,1.496,1752,3.0102871120015458,2.3757612699499795,0.056759132247506394
749,1498.0,1.498,1751,3.0124924937871675,2.373081460190298,0.056711296156621974
750,1500.0,1.5,1750,3.014984900543829,2.3707660374948767,0.056672147881044244
751,1502.0,1.502,1749,3.0181416534229113,2.3687628163558867,0.056640447034104
752,1504.0,1.504,1748,3.0205205315044332,2.3663387790441948,0.05659866750341993
753,1506.0,1.506,1747,3.022736881678499,2.3634393966475216,0.05654549602368139
754,1508.0,1.508,1746,3.0249046911301094,2.361701608975017,0.056520097946141754
755,1510.0,1.51,1745,3.0272220097450453,2.359067962503625,0.05647324417430591
756,1512.0,1.512,1744,3.0299100800606276,2.357653651037363,0.056455565960280056
757,1514.0,1.514,1743,3.032421578743214,2.3560711241541115,0.05643385306444917
758,1516.0,1.516,1742,3.0351017820398947,2.3558104236411954,0.05644380251885846
759,1518.0,1.518,1741,3.0380971320185575,2.357124245678708,0.05649149778488407
760,1520.0,1.52,1740,3.0404358313713087,2.357261076668939,0.05651100891413404
761,1522.0,1.522,1739,3.042752376153108,2.3577277882529337,0.05653844648296718
762,1524.0,1.524,1738,3.044922699026541,2.3576490087793798,0.056552819840170604
763,1526.0,1.526,1737,3.0469613702475855,2.357008652648658,0.05655373176091543
764,1528.0,1.528,1736,3.0493983684272195,2.3565454915239594,0.05655890171038884
765,1530.0,1.53,1735,3.051145805467347,2.3545894330377832,0.05652823832434292
766,1532.0,1.532,1734,3.0531913184671575,2.352634966369357,0.056497600182694
767,1534.0,1.534,1733,3.055329818013374,2.3517804660064177,0.05649337194264736
768,1536.0,1.536,1732,3.0574918329439305,2.350240567914714,0.0564726769096307
769,1538.0,1.538,1731,3.0595905549322064,2.3499756008435866,0.056482618117173075
770,1540.0,1.54,1730,3.0620346814770305,2.350663602007519,0.056515481380983175
771,1542.0,1.542,1729,3.064423657069568,2.350904035638967,0.05653760468112348
772,1544.0,1.544,1728,3.0667238315508767,2.3509031831903298,0.05655394106890354
773,1546.0,1.546,1727,3.06845888018963,2.349192078728418,0.056529137470731974
774,1548.0,1.548,1726,3.0706581987395896,2.349010010597042,0.05654112844815428
775,1550.0,1.55,1725,3.072145470877204,2.348060408554094,0.05653465107614088
776,1552.0,1.552,1724,3.073545324625763,2.346649005042852,0.05651705260222423
777,1554.0,1.554,1723,3.0751773958837574,2.345258719530905,0.05649995742932741
778,1556.0,1.556,1722,3.0772432241563044,2.3438653340054425,0.05648278238656464
779,1558.0,1.558,1721,3.0788892430063126,2.3424799395144715,0.05646579475536375
780,1560.0,1.56,1720,3.0807809317411166,2.342929117252906,0.05649303748246369
781,1562.0,1.562,1719,3.08232224591794,2.3429746240453952,0.05651056462679356
782,1564.0,1.564,1718,3.0840166890069862,2.3435853240284197,0.05654174270074807
783,1566.0,1.566,1717,3.0863852480851364,2.3464375314399044,0.056627038458115245
784,1568.0,1.568,1716,3.089076368003631,2.3503472278365374,0.056737916735230084
785,1570.0,1.57,1715,3.091054030269577,2.353351469112427,0.05682700019977066
786,1572.0,1.572,1714,3.0928080320238656,2.3564224549756756,0.05691775262408812
787,1574.0,1.574,1713,3.0942682968520416,2.3592358679767,0.05700233954676674
788,1576.0,1.576,1712,3.0953875053623046,2.3621127009440164,0.0570885134810197
789,1578.0,1.578,1711,3.09624459745042,2.36423739310535,0.057156559275724265
790,1580.0,1.58,1710,3.0977645978793555,2.367240787645685,0.0572458989909554
791,1582.0,1.582,1709,3.098740177408713,2.369403003533041,0.05731494807432583
792,1584.0,1.584,1708,3.0998574378576507,2.371931003705319,0.057392893251242784
793,1586.0,1.586,1707,3.1009659647055408,2.374520992880483,0.0574723893650366
794,1588.0,1.588,1706,3.102789932974503,2.3767192425940293,0.05754245264038956
795,1590.0,1.59,1705,3.104361226048383,2.3781335529265415,0.057593576517212385
796,1592.0,1.592,1704,3.1058840829923184,2.3802715835775436,0.05766226752393294
797,1594.0,1.594,1703,3.107158762846308,2.3815976626900657,0.05771132845584014
798,1596.0,1.596,1702,3.1083541350580175,2.3826029825665977,0.05775264819895714
799,1598.0,1.598,1701,3.109484183733429,2.3825708563098744,0.057768842844633614
800,1600.0,1.6,1700,3.1105865040043676,2.3810811000149035,0.05774969928543139
801,1602.0,1.602,1699,3.1120106356856803,2.3809241489283504,0.057762884245174916
802,1604.0,1.604,1698,3.1132082750014582,2.3796714335509646,0.057749490137197775
803,1606.0,1.606,1697,3.1144684046299544,2.3779400954936336,0.05772447458632855
804,1608.0,1.608,1696,3.1154704892683087,2.3761771074199505,0.0576986807723494
805,1610.0,1.61,1695,3.116260717211784,2.3738330472687093,0.05765876292267195
806,1612.0,1.612,1694,3.117355511059124,2.3712260410382884,0.057612437871179485
807,1614.0,1.614,1693,3.118506015036276,2.3687174164924705,0.05756848151981945
808,1616.0,1.616,1692,3.1199881368180464,2.366640181830556,0.057534991666881606
809,1618.0,1.618,1691,3.1216073942451854,2.3653779373302055,0.057521305987130615
810,1620.0,1.62,1690,3.1231333287867495,2.364376601056686,0.05751396389035694
811,1622.0,1.622,1689,3.1247883388275484,2.363816560332573,0.05751736026912493
812,1624.0,1.624,1688,3.126664636776523,2.362428850421923,0.05750061854862979
813,1626.0,1.626,1687,3.128670220818293,2.3616989040250442,0.05749988641143955
814,1628.0,1.628,1686,3.131114868488207,2.3619076273931205,0.05752201930414727
815,1630.0,1.63,1685,3.132793622428297,2.3605461115293043,0.05750591735598334
816,1632.0,1.632,1684,3.1343561919799,2.3591991691127667,0.05749016604713624
817,1634.0,1.634,1683,3.1358025170573645,2.3580093669424973,0.05747824086261736
818,1636.0,1.636,1682,3.1363237758145455,2.3553582590440936,0.05743068265840757
819,1638.0,1.638,1681,3.1367433951531454,2.3521974997681525,0.0573706707260525
820,1640.0,1.64,1680,3.137421286516551,2.3500259106803987,0.05733476144159861
821,1642.0,1.642,1679,3.137747892360262,2.348852502008795,0.0573231962159745
822,1644.0,1.644,1678,3.138272121984457,2.3470155891752613,0.05729543169698854
823,1646.0,1.646,1677,3.1388093237949892,2.3439169504155166,0.05723684523332041
824,1648.0,1.648,1676,3.139339816140926,2.3418920288977674,0.05720445617340322
825,1650.0,1.65,1675,3.1402956883217716,2.339858943474644,0.05717185339928574
826,1652.0,1.652,1674,3.1409471597731704,2.3371438811946,0.05712256792783276
827,1654.0,1.654,1673,3.140735504539613,2.334453573640435,0.05707386331910362
828,1656.0,1.656,1672,3.14116247329787,2.3331713059377064,0.05705956942904204
829,1658.0,1.658,1671,3.1413279667242375,2.333373347875522,0.057081582930572784
830,1660.0,1.66,1670,3.141531861919585,2.332377958688212,0.05707431305660182
831,1662.0,1.662,1669,3.141097595911584,2.330279950636528,0.05704005429600695
832,1664.0,1.664,1668,3.140976675459773,2.327295569679111,0.05698407718956492
833,1666.0,1.666,1667,3.140977691739193,2.3244722791281336,0.056932017134000215
834,1668.0,1.668,1666,3.1407918437728823,2.321316794041059,0.05687179226365518
835,1670.0,1.67,1665,3.1403568117239615,2.317908982698105,0.056805352558740994
836,1672.0,1.672,1664,3.1393205367897115,2.3128931925572713,0.05669945923896847
837,1674.0,1.674,1663,3.1384921378757586,2.308831018253444,0.05661689184229104
838,1676.0,1.676,1662,3.137797331729112,2.3057662936139365,0.05655874660517882
839,1678.0,1.678,1661,3.137604103474403,2.303928812255841,0.05653068392590886
840,1680.0,1.68,1660,3.137631504460386,2.302334419162941,0.056508575837390336
841,1682.0,1.682,1659,3.1376326381783133,2.3008262506592754,0.05648857649201762
842,1684.0,1.684,1658,3.137074951974552,2.2981009608723526,0.05643867914147421
843,1686.0,1.686,1657,3.1366002918399785,2.2950406488747097,0.05638052658413358
844,1688.0,1.688,1656,3.1361499996312543,2.2923931698614157,0.05633248887341542
845,1690.0,1.69,1655,3.1351369319474776,2.2880051261114525,0.0562416423176052
846,1692.0,1.692,1654,3.133962113320526,2.2831734156624925,0.05613983688399449
847,1694.0,1.694,1653,3.1326074442639738,2.2795563278378794,0.05606784980792935
848,1696.0,1.696,1652,3.131310921403413,2.2764479381445315,0.05600834000008991
849,1698.0,1.698,1651,3.1301883039620364,2.275708613915801,0.05600710398530224
850,1700.0,1.7,1650,3.128879714392026,2.2749526348379168,0.05600546234591213
851,1702.0,1.702,1649,3.126965209593924,2.2738234394326864,0.055994634119349226
852,1704.0,1.704,1648,3.124859873658842,2.2723043664289886,0.05597420052857617
853,1706.0,1.706,1647,3.1225032114172055,2.269710657723254,0.05592727990337744
854,1708.0,1.708,1646,3.1199216972211405,2.2665124705468997,0.055865436634970685
855,1710.0,1.71,1645,3.117118552968594,2.2628185611062177,0.05579133856847764
856,1712.0,1.712,1644,3.113696644734286,2.257683736009209,0.05568166303589653
857,1714.0,1.714,1643,3.11058318009517,2.252031453053603,0.05555915988233289
858,1716.0,1.716,1642,3.1074121560211085,2.2470691563197485,0.055453614908179065
859,1718.0,1.718,1641,3.104053480669059,2.241456195049747,0.055331948660348344
860,1720.0,1.72,1640,3.1011850198592428,2.2376679797849603,0.055255272277717524
861,1722.0,1.722,1639,3.0985749046032587,2.2339641495781595,0.05518063864057075
862,1724.0,1.724,1638,3.0967288734400906,2.2305004217522044,0.055111897114537324
863,1726.0,1.726,1637,3.0952655177900463,2.228475395134311,0.05507867747792961
864,1728.0,1.728,1636,3.0936348811464627,2.225915900677356,0.0550322288151854
865,1730.0,1.73,1635,3.091705568670405,2.223874595604851,0.05499857221931386
866,1732.0,1.732,1634,3.0894315560622316,2.221411842646786,0.054954474173926876
867,1734.0,1.734,1633,3.087162915143642,2.2188936696494768,0.05490898284941148
868,1736.0,1.736,1632,3.084916086009855,2.217310133684725,0.054886604522130296
869,1738.0,1.738,1631,3.0829317821288997,2.215445148960596,0.05485724860151269
870,1740.0,1.74,1630,3.080954683243639,2.2144475236613506,0.054849363346713594
871,1742.0,1.742,1629,3.078764602967988,2.2127746029688384,0.054824746978371176
872,1744.0,1.744,1628,3.077161014856253,2.2115330780686837,0.05481081240845331
873,1746.0,1.746,1627,3.0757638593091383,2.2104961066616413,0.054801945676107855
874,1748.0,1.748,1626,3.074070895924858,2.2096418003700284,0.05479760863973686
875,1750.0,1.75,1625,3.072712197707453,2.2090293431294703,0.05479927365496747
876,1752.0,1.752,1624,3.0716686668997526,2.2083756154231753,0.054799920775421
877,1754.0,1.754,1623,3.0714209020269845,2.2093482379382268,0.05484094312473184
878,1756.0,1.756,1622,3.0711936924347163,2.210205242713335,0.05487912518960889
879,1758.0,1.758,1621,3.070821213052951,2.2116380011314374,0.054931636319638516
880,1760.0,1.76,1620,3.0703102205965918,2.2124763070151783,0.054969415789929255
881,1762.0,1.762,1619,3.0704624199585036,2.214169891013513,0.055028479943221346
882,1764.0,1.764,1618,3.0700471907377143,2.2135754962676395,0.0550307054286344
883,1766.0,1.766,1617,3.0694152042433105,2.212709646419646,0.05502618693704185
884,1768.0,1.768,1616,3.0695084714318166,2.2140841959517776,0.055077402930705
885,1770.0,1.77,1615,3.069443066984424,2.213660202701777,0.0550839016282593
886,1772.0,1.772,1614,3.0695322185520464,2.212651360530752,0.05507585196055783
887,1774.0,1.774,1613,3.0695868931158117,2.2111651944058996,0.05505591767708548
888,1776.0,1.776,1612,3.069969494386333,2.2098932495012766,0.055041311882678835
889,1778.0,1.778,1611,3.0705852338689335,2.20978520734586,0.0550557003804803
890,1780.0,1.78,1610,3.071593994489927,2.2109368644825165,0.05510149764469259
891,1782.0,1.782,1609,3.0726044544581037,2.212294714097631,0.05515246905420093
892,1784.0,1.784,1608,3.0735588829754343,2.2143808045399735,0.055221638155653875
893,1786.0,1.786,1607,3.074588355661107,2.216732197516194,0.05529747372902361
894,1788.0,1.788,1606,3.0760555670319873,2.219569060792116,0.055385475927602366
895,1790.0,1.79,1605,3.0769620293398288,2.219560029273919,0.05540250184725283
896,1792.0,1.792,1604,3.0773420075723994,2.2198470984242293,0.055426937037559895
897,1794.0,1.794,1603,3.0776690414581553,2.2185964790375845,0.055412986629581794
898,1796.0,1.796,1602,3.0774738104674166,2.2178604150476082,0.05541188876158987
899,1798.0,1.798,1601,3.077877809781447,2.2176648449652547,0.05542430373463375
900,1800.0,1.8,1600,3.07816507472377,2.2177559600206584,0.05544389900051646
901,1802.0,1.802,1599,3.0795065667972974,2.2198389213020895,0.05551332365765416
902,1804.0,1.804,1598,3.080630769445038,2.221983818087656,0.05558434653188202
903,1806.0,1.806,1597,3.0817204759322965,2.2236980534819657,0.05564464266571214
904,1808.0,1.808,1596,3.0831976462169317,2.224789069805074,0.055689382034468944
905,1810.0,1.81,1595,3.084067753020608,2.224134341583202,0.05569044294460774
906,1812.0,1.812,1594,3.0851905154650114,2.223521478722456,0.055692558596493844
907,1814.0,1.814,1593,3.086639270135758,2.2237866671901987,0.055716680517305384
908,1816.0,1.816,1592,3.087492685917231,2.2236529093471087,0.055730824390242004
909,1818.0,1.818,1591,3.088129738912954,2.2224059163049863,0.055717073163238665
910,1820.0,1.82,1590,3.089354631659333,2.2211668208468014,0.05570351685447165
911,1822.0,1.822,1589,3.090108283902521,2.2203917632557535,0.05570159855895208
912,1824.0,1.824,1588,3.0910557942302286,2.218757565311822,0.05567812506359438
913,1826.0,1.826,1587,3.0920996480415632,2.21636261306708,0.05563554570765656
914,1828.0,1.828,1586,3.09306171542328,2.212880717111722,0.055565651774299424
915,1830.0,1.83,1585,3.0938856013688127,2.2103327899954146,0.05551917872810123
916,1832.0,1.832,1584,3.094758150865161,2.2083164864444558,0.05548603942342588
917,1834.0,1.834,1583,3.0958590548578195,2.206406851897986,0.05545556572717952
918,1836.0,1.836,1582,3.0967760871705297,2.204739277686448,0.05543116414656186
919,1838.0,1.838,1581,3.097488191720861,2.203276562648531,0.05541190483704775
920,1840.0,1.84,1580,3.0987260073972225,2.2022157389343744,0.055402749559391715
921,1842.0,1.842,1579,3.0995581449140506,2.200589027213539,0.0553793530702594
922,1844.0,1.844,1578,3.0995929566825824,2.1977325793889166,0.05532499034543153
923,1846.0,1.846,1577,3.100072672083164,2.195857614063759,0.055295314062650175
924,1848.0,1.848,1576,3.101099325296609,2.192905244283781,0.055238485089926376
925,1850.0,1.85,1575,3.1015390758429584,2.189601179186162,0.05517276371943202
926,1852.0,1.852,1574,3.102375886696549,2.1855023300145486,0.05508697313301436
927,1854.0,1.854,1573,3.103934549187518,2.183011047098826,0.05504166619034372
928,1856.0,1.856,1572,3.105701860766822,2.1816546261153436,0.05502495910456992
929,1858.0,1.858,1571,3.1069834057507824,2.1792559503849134,0.05498195119217599
930,1860.0,1.86,1570,3.108629190471182,2.1787230001649243,0.05498600813019657
931,1862.0,1.862,1569,3.1098478779030114,2.176492852593278,0.054947226186954114
932,1864.0,1.864,1568,3.1121064233145717,2.176162561630267,0.05495640372475178
933,1866.0,1.866,1567,3.1140931526226496,2.1750482249175342,0.05494578624527658
934,1868.0,1.868,1566,3.116065554012928,2.174895051306733,0.054959456112835765
935,1870.0,1.87,1565,3.1177396786012586,2.173814634754259,0.05494970146332457
936,1872.0,1.872,1564,3.119734600882087,2.1737047671653196,0.05496448757490271
937,1874.0,1.874,1563,3.122244727733273,2.17423592846551,0.0549955030595158
938,1876.0,1.876,1562,3.1246145717566156,2.1749033636789727,0.05502999206312336
939,1878.0,1.878,1561,3.1272782378546298,2.1755126326165715,0.05506303658416867
940,1880.0,1.88,1560,3.129839568997504,2.175042217399534,0.05506877196573647
941,1882.0,1.882,1559,3.13185443889374,2.173449775464958,0.055046099558748104
942,1884.0,1.884,1558,3.133953845508782,2.17110066725962,0.05500424833268683
943,1886.0,1.886,1557,3.136039841466314,2.1707309608405914,0.0550125396130454
944,1888.0,1.888,1556,3.138000832862115,2.170150892154113,0.055015509000082015
945,1890.0,1.89,1555,3.1402022538260383,2.1709915588377346,0.05505451462920805
946,1892.0,1.892,1554,3.1428851818131376,2.1727676657604174,0.05511728065105151
947,1894.0,1.894,1553,3.1459283598896914,2.174682797731898,0.05518362061102744
948,1896.0,1.896,1552,3.148545386482129,2.176704522093431,0.05525271472841431
949,1898.0,1.898,1551,3.1510043488530797,2.178129422396182,0.055306704657595344
950,1900.0,1.9,1550,3.1529176079403056,2.1783136018982563,0.05532922081746419
951,1902.0,1.902,1549,3.15529460714475,2.179495749676163,0.05537711386832164
952,1904.0,1.904,1548,3.157746766480154,2.1813197204352313,0.05544135646744828
953,1906.0,1.906,1547,3.1608476829309344,2.183148034389579,0.055505756790478034
954,1908.0,1.908,1546,3.1635822468876533,2.184232012728391,0.055551273970388775
955,1910.0,1.91,1545,3.1665078818274384,2.1845499425533816,0.055577337302980874
956,1912.0,1.912,1544,3.169899256440669,2.1859105922948037,0.05562995985634249
957,1914.0,1.914,1543,3.1731098036637886,2.187020686947923,0.0556762438134125
958,1916.0,1.916,1542,3.176116460701927,2.1864757861445283,0.0556804177936782
959,1918.0,1.918,1541,3.1794013440186326,2.1864806094728597,0.05569860405993182
960,1920.0,1.92,1540,3.1824068779173067,2.186645817602259,0.05572089498049109
961,1922.0,1.922,1539,3.185585206609476,2.189074164152813,0.055800895096244904
962,1924.0,1.924,1538,3.188788089168895,2.191608614576143,0.05588365863699003
963,1926.0,1.926,1537,3.192185411307234,2.1936895981800566,0.055954915239580974
964,1928.0,1.928,1536,3.1958118487981952,2.1941193835523802,0.05598409296305527
965,1930.0,1.93,1535,3.1989259447245932,2.193678790202903,0.05599108022602278
966,1932.0,1.932,1534,3.20191376766502,2.192622169434366,0.05598234948309485
967,1934.0,1.934,1533,3.204674343633354,2.1908035841624973,0.055954158063120485
968,1936.0,1.936,1532,3.2072701801402235,2.189098913999486,0.055928864596800916
969,1938.0,1.938,1531,3.210257222342269,2.187961837258405,0.05591806664400963
970,1940.0,1.94,1530,3.2134020355640684,2.186988067196792,0.055911442618897335
971,1942.0,1.942,1529,3.216916278298084,2.1859579651939414,0.05590337961095007
972,1944.0,1.944,1528,3.2204807311845483,2.1852355212817636,0.05590318788660037
973,1946.0,1.946,1527,3.224018771681586,2.184514687984465,0.055903043241204146
974,1948.0,1.948,1526,3.227230238190437,2.1842659311442842,0.05591498917454063
975,1950.0,1.95,1525,3.229571329085804,2.183345646827168,0.055909752886964245
976,1952.0,1.952,1524,3.231750099660794,2.1824795266999986,0.055905906634543964
977,1954.0,1.954,1523,3.234303269476934,2.1823928023537493,0.05592203525823382
978,1956.0,1.956,1522,3.2367907640825315,2.1829771417285415,0.055955381613191295
979,1958.0,1.958,1521,3.239609966788971,2.1827184144504375,0.0559671388320625
980,1960.0,1.96,1520,3.2422826123646993,2.183470290564007,0.056004831263493815
981,1962.0,1.962,1519,3.244872820956049,2.1825459936746365,0.05599954748303723
982,1964.0,1.964,1518,3.2474616356983184,2.1820533460686042,0.05600534515409674
983,1966.0,1.966,1517,3.249823799427315,2.1824255745451024,0.05603335825143594
984,1968.0,1.968,1516,3.2519729805176296,2.1819438365638946,0.056039463254916946
985,1970.0,1.97,1515,3.2540885242000863,2.181983010522345,0.05605896152386429
986,1972.0,1.972,1514,3.2560337764655154,2.1813694766149476,0.05606170403096569
987,1974.0,1.974,1513,3.2587773168547867,2.1807068094343007,0.05606319131272588
988,1976.0,1.976,1512,3.26103275615219,2.1797137013596473,0.05605618767967739
989,1978.0,1.978,1511,3.2633128735622257,2.178197388125763,0.05603572570854762
990,1980.0,1.98,1510,3.2651300062427517,2.1769326720031206,0.056021730991948133
991,1982.0,1.982,1509,3.2664575638672733,2.175736709826598,0.05600950306619743
992,1984.0,1.984,1508,3.2678534145572367,2.1745514702732405,0.055997549307328906
993,1986.0,1.986,1507,3.269713011875974,2.1742888512368848,0.056009360345622775
994,1988.0,1.988,1506,3.2714212172179007,2.1720619123241707,0.055970568004223085
995,1990.0,1.99,1505,3.27294675900728,2.168275822773068,0.05589156589879566
996,1992.0,1.992,1504,3.2750410399798566,2.1657752777173243,0.05584566590149217
997,1994.0,1.994,1503,3.2760437598676604,2.16289926622793,0.05579005672794032
998,1996.0,1.996,1502,3.2770243596909103,2.1603044518297287,0.0557416723617079
999,1998.0,1.998,1501,3.2779512009293175,2.159338634342265,0.05573530845675446
1000,2000.0,2.0,1500,3.2789286408963063,2.1575802081588846,0.05570848142870728
1001,2002.0,2.002,1499,3.279920639277705,2.1559699735097464,0.055685470266934475
1002,2004.0,2.004,1498,3.2813915147507213,2.1556316041141828,0.05569531128113203
1003,2006.0,2.006,1497,3.282094459099299,2.1530453490603523,0.0556470667884474
1004,2008.0,2.008,1496,3.2827622132117207,2.1498676832618577,0.055583505706640876
1005,2010.0,2.01,1495,3.2834164779973536,2.1463143864855687,0.05551019337911345
1006,2012.0,2.012,1494,3.284427340093502,2.1429173444330245,0.055440880780897026
1007,2014.0,2.014,1493,3.2853148162696098,2.1401179735224156,0.05538699592151066
1008,2016.0,2.016,1492,3.28604086728916,2.136933574807871,0.05532311318039936
1009,2018.0,2.018,1491,3.287492339800232,2.1348991401764326,0.055288975246913716
1010,2020.0,2.02,1490,3.2887543584012118,2.1327352710059566,0.05525146744805053
1011,2022.0,2.022,1489,3.289901914615586,2.1299520908836485,0.055197891195080076
1012,2024.0,2.024,1488,3.2913638413078,2.12844016675559,0.05517724095123795
1013,2026.0,2.026,1487,3.2922671673895345,2.1272255033646412,0.05516429177341786
1014,2028.0,2.028,1486,3.293039199933735,2.1261987210902995,0.05515621399112227
1015,2030.0,2.03,1485,3.2941080068958866,2.1254506733756835,0.055155370169678926
1016,2032.0,2.032,1484,3.2944586303038297,2.124027479603374,0.05513700611631471
1017,2034.0,2.034,1483,3.2954795010591083,2.1224100229287917,0.055113591431740175
1018,2036.0,2.036,1482,3.2962390421690824,2.120202642452853,0.05507484323167242
1019,2038.0,2.038,1481,3.2970956197134633,2.1179670786065494,0.055035342803533734
1020,2040.0,2.04,1480,3.297495312557182,2.1152559544875547,0.054983460369331515
1021,2042.0,2.042,1479,3.297694747922761,2.1113241176566317,0.054899807503862516
1022,2044.0,2.044,1478,3.297583227990475,2.107236352122543,0.05481204842034567
1023,2046.0,2.046,1477,3.297459340862021,2.103500930836012,0.05473340426407297
1024,2048.0,2.048,1476,3.2969819761446786,2.0976130230207204,0.05459868613194619
1025,2050.0,2.05,1475,3.2971698853559355,2.0942195641646704,0.05452883288266681
1026,2052.0,2.052,1474,3.297279014114688,2.090258535210868,0.05444415524847832
1027,2054.0,2.054,1473,3.297735763931479,2.0868257524656184,0.054373190108254026
1028,2056.0,2.056,1472,3.2984710232172176,2.084287830537937,0.054325506963863686
1029,2058.0,2.058,1471,3.2988124408638506,2.08167734501084,0.05427590572283035
1030,2060.0,2.06,1470,3.2994547226894584,2.080062258521726,0.054252239047975805
1031,2062.0,2.062,1469,3.3001301986299545,2.0794611737711084,0.054255018767086986
1032,2064.0,2.064,1468,3.3008130217228193,2.0774183360487566,0.05422017722042626
1033,2066.0,2.066,1467,3.301999910536313,2.077562660249902,0.054242422138183866
1034,2068.0,2.068,1466,3.3026871095197565,2.0769549793943907,0.05424504797204249
1035,2070.0,2.07,1465,3.3036350900267677,2.077362592507161,0.05427420798489613
1036,2072.0,2.072,1464,3.304352048842612,2.0770768542734346,0.05428527320547867
1037,2074.0,2.074,1463,3.304159557265986,2.076105006315299,0.054278414428724886
1038,2076.0,2.076,1462,3.303766255850171,2.074663102811902,0.054259263805676534
1039,2078.0,2.078,1461,3.3035103086676765,2.0736002637540683,0.05425002360191478
1040,2080.0,2.08,1460,3.303306267111379,2.073535710900201,0.05426690977151353
1041,2082.0,2.082,1459,3.3036540483205785,2.0751374336136355,0.05432743724444774
1042,2084.0,2.084,1458,3.304324072278389,2.075874951983007,0.05436537983120306
1043,2086.0,2.086,1457,3.305020217412091,2.0761135409388234,0.054390283830865915
