stage,target_temperature_K,measured_temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,yb_energy_kJ_mol,carbon_plane_nm,lowest_water_O_height_nm,highest_water_O_height_nm
4,200.0,200.16071275862794,-94819.34566828131,26920.56448411072,0.8342650273272969,0.499724541517884,0.28334663564165424,3.3371435914757526
4,200.0,200.93479525598403,-95011.48019842175,27024.674513990685,0.761595299666664,0.5007546788966879,0.27253368650815313,3.3378286920304303
4,200.0,200.48398960225506,-94990.18153981783,26964.04352150593,0.27631991545059736,0.49944497249574343,0.2796045038115956,3.348612996025874
4,200.0,200.4719943988152,-94924.45021001704,26962.430229650337,0.12022244253750629,0.5001870928782169,0.2746392557614248,3.3164246213279793
4,200.0,198.17489768795585,-95175.73272880551,26653.48278797381,0.00028534087655721085,0.501037487278589,0.2727104247328216,3.312319188778657
4,200.0,202.31610270224155,-95335.20424918446,27210.453109934235,0.08975821918267488,0.5000460290782109,0.26752822442879265,3.258861761897661
4,200.0,200.20869355242706,-95273.83192224428,26927.017648848527,0.004725924088417967,0.5002652003861501,0.28839554562832515,3.3186574067125063
5,250.0,241.12892218530203,-88364.33479314635,32430.573458745494,0.010878212922077836,0.49710698058179204,0.2656068523640285,3.2920958904437665
5,250.0,247.29308190224552,-87863.30228067248,33259.620562261975,0.010465990080459753,0.500679647916636,0.26347946652907317,3.3534829006733684
5,250.0,247.65519525529587,-87295.71352968947,33308.32290617851,0.0009183207059806935,0.4991642217922008,0.2838015362506178,3.310620493583846
5,250.0,251.4617909592638,-87272.48708727129,33820.290033499754,0.14336228311739277,0.5013961999304984,0.2742791899935889,3.2893761226141276
5,250.0,251.07023969165041,-86726.51856495335,33767.62844470269,0.12618024461300661,0.5003738856077176,0.27387144768733584,3.399359685811251
5,250.0,252.22343249804922,-87329.82467439363,33922.726819800446,0.1453120665947017,0.5005435921159689,0.27503122555200776,3.3281960371800086
5,250.0,254.28869372820833,-87151.11536919279,34200.49360708241,0.050087168971765406,0.5008699038702343,0.2603258791267119,3.3702523560043973
5,250.0,250.96572944360938,-86548.82707239408,33753.57236530098,0.08789720985245161,0.4999988322545633,0.27250335259090874,3.31280875718265
5,250.0,251.86116959995016,-86805.15214987763,33874.004362860374,0.0007284535709024503,0.5004181278494113,0.28365984407918843,3.318084604742569
5,250.0,249.19847164906588,-86516.5697411095,33515.88547479002,0.09559730199676877,0.4994793950466361,0.272705956492427,3.3964415783519346
5,250.0,250.54860100486883,-86556.51582495018,33697.47078133623,0.18548411335169732,0.49997339578443023,0.27987403246855236,3.335120354973492
5,250.0,248.57042990361802,-86605.7354779935,33431.417158935095,0.04324319490102787,0.49917338574428866,0.28313349077700617,3.4246671146408048
5,250.0,248.48243929172182,-86860.90448341134,33419.58288382235,0.1358309313446897,0.4992926459950779,0.27290748173026685,3.365368178736253
5,250.0,250.93895563676003,-87267.27605406102,33749.971428914214,0.3107490643901059,0.5000973877761921,0.280762619967871,3.3931407406775183
5,250.0,248.23756110918862,-86574.36392398481,33386.648054540514,0.033919978841407156,0.5006559681621058,0.2808090703112581,3.3327269186032686
5,250.0,249.20912845091877,-86678.0673250095,33517.31875866237,0.46076672193856055,0.49824270292705175,0.27466947117977125,3.400442114234564
5,250.0,248.6289591933844,-86670.1677041304,33439.28904097253,0.032713684747136644,0.501946681532919,0.27554556368961713,3.342523113736826
5,250.0,247.62524900736284,-86765.95978455979,33304.295293129835,0.5631849084361525,0.49933419706140997,0.26941679362211174,3.3541977390522657
5,250.0,249.38180608594035,-86723.68474576448,33540.5429935509,0.1900298613928022,0.5012265529908398,0.28174349496870643,3.359429623959027
5,250.0,251.27096038666764,-86994.01180043584,33794.62432385917,0.16880368656024558,0.49692395759426616,0.2772762800071093,3.275334746611257
6,300.0,294.1793253277525,-79956.4777792166,39565.574024149144,0.028457814834959152,0.5031037804935069,0.26804515013101204,3.268584953051754
6,300.0,294.6072318082541,-79197.75010009436,39623.12519811705,0.0002831550565049392,0.49918774608527267,0.2753647112658962,3.3201580066834886
6,300.0,296.7017052375453,-77382.01818579843,39904.82087273969,0.0003784701555034935,0.5025100987236336,0.2709021519321829,3.3382239131885005
6,300.0,299.08124695497486,-77375.40525921737,40224.856734741945,0.00275816121295456,0.4993916467821498,0.2802977449868597,3.333433404684535
6,300.0,301.65081880171545,-78000.7984964305,40570.45065096742,0.010197335771814912,0.5009302917169939,0.27574182457740737,3.32460035331766
6,300.0,300.5799588143135,-76703.00529486523,40426.42560755607,0.4096844862130131,0.5011862861829877,0.28198509831653373,3.283258321851379
6,300.0,298.4052703136897,-76927.5496122227,40133.94142718399,0.00037686974791396,0.4982708854412317,0.27038257229206314,3.392082313930415
6,300.0,296.8959308254832,-76279.53764436452,39930.943194110776,0.38390341988960724,0.5014245720977033,0.2689910845303747,3.3677923431643926
6,300.0,297.16713072571014,-76784.9977451996,39967.41815616263,0.10552886110484345,0.4994336077251365,0.27902857899245,3.4811070200352967
6,300.0,296.7410050144504,-76801.87812020781,39910.106486303936,0.001959471771821448,0.5001557474453209,0.2687268807732772,3.4155623307920173
6,300.0,299.36149661755735,-76363.47475648462,40262.548842295044,0.06762969897193942,0.49970854610579957,0.2752444419039641,3.352541998558512
6,300.0,299.898281096269,-76839.21489740524,40334.74353511997,0.0008598575057706089,0.5010565689451839,0.26622035680808465,3.2775676022418563
6,300.0,304.2417797376364,-76575.21301853948,40918.92128733742,0.025230381481055306,0.49809900969838233,0.266505503915012,3.3251126772306883
6,300.0,300.6390989598425,-75888.7009419594,40434.379646484944,0.029567093972613215,0.5008795794940624,0.26896620606510924,3.413785614328557
6,300.0,303.51471046441344,-76271.36251547211,40821.134289157526,0.008302763090076874,0.5002911117025828,0.2675035833810384,3.4758497122439254
6,300.0,302.8053862764339,-76724.6164925322,40725.73391173346,0.02001971654340262,0.5015160059753855,0.28213666977397855,3.3651836761853624
6,300.0,301.0863528519343,-76947.51224222558,40494.5329456858,0.13900600884416128,0.4999852949400864,0.28318212398218595,3.3386775430592825
6,300.0,296.38016381705364,-76755.41285813379,39861.575240640566,0.27232012863128385,0.4999934867923079,0.2702689903146294,3.400577224520964
6,300.0,300.2569401129468,-76810.34767004382,40382.98128893894,0.14251723254316717,0.5004475038373497,0.27185586625312674,3.3264093303111153
6,300.0,297.9715239342177,-76719.46785039047,40075.60481747974,0.3502256761011362,0.5000674359976381,0.28240951871812026,3.361794755719877
