branch,target_nm,radius_nm,delta_environment_charge_e,delta_water_charge_e,delta_ion_charge_e,delta_ligand_charge_e
probe_1p5nm,1.5,1.11,0.7996982579999999,1.4927675640000002,-0.6930693069999999,0.0
probe_1p5nm,1.5,1.13,0.194892772,0.907764059,-0.7128712869999999,0.0
probe_1p5nm,1.5,1.15,-0.568116179,0.154656099,-0.7227722769999999,0.0
probe_1p5nm,1.5,1.17,-0.765923604,-0.013448356999999994,-0.752475248,0.0
probe_1p5nm,1.5,1.19,0.17546134599999996,0.927936594,-0.752475247,0.0
probe_1p5nm,1.5,1.21,0.7955679610000002,1.627251129,-0.831683168,0.0
probe_1p5nm,1.5,1.23,0.2858080929999999,1.09604105,-0.811881188,0.001648232
probe_1p5nm,1.5,1.25,-0.5171753720000001,0.322760555,-0.841584159,0.001648232
probe_1p5nm,1.5,1.27,-0.974419491,-0.13448356400000006,-0.8415841580000001,0.001648232
probe_1p5nm,1.5,1.29,-0.550055155,0.32948473300000003,-0.8811881180000001,0.001648232
probe_1p5nm,1.5,1.31,0.5970375870000001,1.486043386,-0.8910891089999999,0.00208331
probe_1p5nm,1.5,1.33,0.166690181,1.055695981,-0.8910891089999999,0.00208331
probe_1p5nm,1.5,1.35,0.17935106700000003,1.116213584,-0.9405940590000001,0.003731542
probe_1p5nm,1.5,1.37,0.11407294199999995,1.042247623,-0.93069307,0.002518388
probe_1p5nm,1.5,1.39,-0.3736152559999999,0.5446584350000001,-0.9207920789999999,0.002518388
probe_1p5nm,1.5,1.41,-0.1716338719999999,0.726211248,-0.9009900989999999,0.003144979
probe_1p5nm,1.5,1.43,0.517678181,1.486043386,-0.97029703,0.001931825
probe_1p5nm,1.5,1.45,-0.526605386,0.457244119,-0.98019802,-0.003651485
probe_1p5nm,1.5,1.47,-0.08816458599999999,0.853970634,-0.940594059,-0.00154116
probe_1p5nm,1.5,1.49,0.01184887400000001,0.9481091289999999,-0.930693069,-0.005567185
probe_1p5nm,1.5,1.51,1.11839325,2.097943604,-0.9702970300000001,-0.009253324
probe_1p5nm,1.5,1.53,-0.458763629,0.544658436,-1.0,-0.003422065
probe_1p5nm,1.5,1.55,-1.2065804690000002,-0.121035208,-1.079207921,-0.006337341
probe_1p5nm,1.5,1.57,-1.8228081530000002,-0.712762891,-1.1089108909999998,-0.001134371
probe_1p5nm,1.5,1.59,-0.783972696,0.443795763,-1.227722772,-4.5686e-05
probe_1p5nm,1.5,1.61,0.172277907,1.479319208,-1.306930693,-0.000110608
probe_1p5nm,1.5,1.63,-0.0574415989999999,1.24397297,-1.306930693,0.005516124
probe_1p5nm,1.5,1.65,-1.1284307149999997,0.242070415,-1.3762376239999998,0.005736492
probe_1p5nm,1.5,1.67,-0.5264512559999999,0.827073921,-1.3564356430000002,0.002910467
probe_1p5nm,1.5,1.69,1.307475115,2.682947108,-1.386138614,0.010666619
probe_1p5nm,1.5,1.71,0.321217278,1.7751830499999999,-1.4653465350000001,0.011380764
probe_1p5nm,1.5,1.73,-0.6488723909999999,0.874143168,-1.5346534649999999,0.011637906
probe_1p5nm,1.5,1.75,-1.0038367299999997,0.524485901,-1.5445544549999997,0.016231824
probe_1p5nm,1.5,1.77,0.5844540200000001,2.138288673,-1.5643564360000002,0.010521782
probe_1p5nm,1.5,1.79,-0.8914939829999997,0.6119002179999999,-1.504950495,0.001556294
probe_1p5nm,1.5,1.81,-1.9269934430000002,-0.37655398100000004,-1.5544554460000002,0.004015983
probe_1p5nm,1.5,1.83,-1.5517229739999998,0.04706924699999998,-1.603960396,0.005168175
probe_1p5nm,1.5,1.85,0.34885541099999995,2.044150178,-1.693069307,-0.00222546
probe_1p5nm,1.5,1.87,-0.05274284299999987,1.781907227,-1.841584159,0.006934087
probe_1p5nm,1.5,1.89,2.345771739,4.236232277,-1.8910891090000002,0.000628571
probe_1p5nm,1.5,1.91,1.955029156,3.906747544,-1.9504950489999997,-0.001223339
probe_1p5nm,1.5,1.93,0.154248927,2.138288674,-1.980198019,-0.003841726
probe_1p5nm,1.5,1.95,-0.639521624,1.3313872869999999,-1.9702970299999998,-0.000611882
probe_1p5nm,1.5,1.97,-1.484018337,0.632072753,-2.099009901,-0.017081189
probe_1p5nm,1.5,1.99,-1.026237163,1.203627901,-2.227722772,-0.002142292
probe_1p5nm,1.5,2.01,-0.5751505130000001,1.694492911,-2.2574257419999997,-0.012217681
probe_1p5nm,1.5,2.03,-1.2870558399999998,1.09604105,-2.356435643,-0.026661245
probe_1p5nm,1.5,2.05,-0.8399062320000001,1.687768733,-2.4851485149999997,-0.042526451
probe_1p5nm,1.5,2.07,0.7151563380000001,3.214157188,-2.4653465349999997,-0.033654315
probe_1p5nm,1.5,2.09,1.1776473399999998,3.731918911,-2.534653465,-0.019618106
probe_1p5nm,1.5,2.11,1.6014733110000001,4.2227839199999995,-2.6039603959999997,-0.017350213
probe_1p5nm,1.5,2.13,1.290211609,3.913471723,-2.6039603959999997,-0.019299718
probe_1p5nm,1.5,2.15,-0.31966644600000005,2.326565663,-2.6237623759999997,-0.022469732
probe_1p5nm,1.5,2.17,-2.127582601,0.558106792,-2.683168317,-0.002521076
probe_1p5nm,1.5,2.19,0.10257871400000007,2.743464713,-2.623762376,-0.017123622
probe_1p5nm,1.5,2.21,-2.024198568,0.544658436,-2.544554455,-0.024302547
probe_1p5nm,1.5,2.23,-2.76579519,-0.11431102899999998,-2.633663366,-0.017820794
probe_1p5nm,1.5,2.25,-2.327402619,0.16810445499999999,-2.4950495050000003,-0.000457569
probe_1p5nm,1.5,2.27,1.4843915989999998,3.8529541189999996,-2.376237624,0.007675104
probe_1p5nm,1.5,2.29,2.822687908,5.096927089,-2.2871287129999995,0.012889531
probe_1p5nm,1.5,2.31,2.3495185640000003,4.56571701,-2.2376237629999998,0.021425316
probe_1p5nm,1.5,2.33,-1.917182854,0.309312198,-2.2475247520000003,0.021029701
probe_1p5nm,1.5,2.35,-1.8873294020000002,0.20844952500000002,-2.118811881,0.023032954
probe_1p5nm,1.5,2.37,0.16815412500000004,2.165185386,-2.0396039609999996,0.042572699
probe_1p5nm,1.5,2.39,1.8750042209999997,3.826057406,-2.0,0.048946815
probe_1p5nm,1.5,2.41,0.669967364,2.434152515,-1.811881188,0.047696037
probe_1p5nm,1.5,2.43,-0.23955798000000006,1.445698317,-1.732673267,0.047416971
probe_1p5nm,1.5,2.45,0.20233386400000009,1.8558731880000001,-1.7128712869999998,0.059331964
probe_1p5nm,1.5,2.47,-1.5854554479999998,0.0,-1.643564357,0.058108908
probe_1p5nm,1.5,2.49,-1.004965765,0.32948473300000003,-1.425742574,0.091292076
probe_2p0nm,2.0,0.01,0.0,0.0,0.0,0.0
probe_2p0nm,2.0,0.03,0.0,0.0,0.0,0.0
probe_2p0nm,2.0,0.05,0.0,0.0,0.0,0.0
probe_2p0nm,2.0,0.07,0.0,0.0,0.0,0.0
probe_2p0nm,2.0,0.09,0.0,0.0,0.0,0.0
probe_2p0nm,2.0,0.11,0.0,0.0,0.0,0.0
probe_2p0nm,2.0,0.13,0.0,0.0,0.0,0.0
probe_2p0nm,2.0,0.15,0.0,0.0,0.0,0.0
probe_2p0nm,2.0,0.17,0.0,0.0,0.0,0.0
probe_2p0nm,2.0,0.19,0.0,0.0,0.0,0.0
probe_2p0nm,2.0,0.21,0.0,0.0,0.0,0.0
probe_2p0nm,2.0,0.23,0.06051760399999995,0.06051760399999995,0.0,0.0
probe_2p0nm,2.0,0.25,0.1950011680000001,0.1950011680000001,0.0,0.0
probe_2p0nm,2.0,0.27,-0.168104456,-0.168104456,0.0,0.0
probe_2p0nm,2.0,0.29,-0.302217465,-0.282415485,-0.01980198,0.0
probe_2p0nm,2.0,0.31,-0.10366893099999996,-0.07396596099999997,-0.029702970000000002,0.0
probe_2p0nm,2.0,0.33,-0.10049211899999999,-0.08069013800000002,-0.01980198,0.0
probe_2p0nm,2.0,0.35,-0.11394047500000004,-0.09413849500000004,-0.01980198,0.0
probe_2p0nm,2.0,0.37,0.282786039,0.30258802000000007,-0.01980198,0.0
probe_2p0nm,2.0,0.39,0.05098716800000003,0.08069013800000002,-0.029702970000000002,0.0
probe_2p0nm,2.0,0.41,0.105151148,0.15465609900000005,-0.04950495,0.0
probe_2p0nm,2.0,0.43,0.04463354399999997,0.09413849499999993,-0.04950495,0.0
probe_2p0nm,2.0,0.45,0.40456235600000023,0.4639682970000001,-0.05940594,0.0
probe_2p0nm,2.0,0.47,-0.02223768299999973,0.047069247000000036,-0.069306931,0.0
probe_2p0nm,2.0,0.49,-0.5700729309999999,-0.49086501000000027,-0.079207921,0.0
probe_2p0nm,2.0,0.51,-0.4529556429999997,-0.4034506939999998,-0.049504951000000005,0.0
probe_2p0nm,2.0,0.53,-0.21332093000000008,-0.11431102999999987,-0.09900990100000001,0.0
probe_2p0nm,2.0,0.55,-0.16307487100000007,-0.07396596099999997,-0.08910891100000001,0.0
probe_2p0nm,2.0,0.57,-0.026155604,0.013448355999999995,-0.03960396000000001,0.0
probe_2p0nm,2.0,0.59,0.279609228,0.30931219800000004,-0.02970297000000001,0.0
probe_2p0nm,2.0,0.61,0.33022584200000005,0.369829802,-0.03960396000000001,0.0
probe_2p0nm,2.0,0.63,0.35712255400000004,0.39672651499999995,-0.03960396000000001,0.0
probe_2p0nm,2.0,0.65,0.5762141780000001,0.6455211089999999,-0.069306931,0.0
probe_2p0nm,2.0,0.67,0.19330657399999995,0.282415485,-0.089108911,0.0
probe_2p0nm,2.0,0.69,0.09879752499999994,0.16810445499999993,-0.069306931,0.0
probe_2p0nm,2.0,0.71,-0.584262396,-0.5446584360000001,-0.03960396100000001,0.0
probe_2p0nm,2.0,0.73,-0.46322718800000007,-0.42362322799999996,-0.03960396000000001,0.0
probe_2p0nm,2.0,0.75,-0.8295096229999999,-0.7800046730000001,-0.049504950000000006,0.0
probe_2p0nm,2.0,0.77,0.13840148499999994,0.168104456,-0.02970297000000001,0.0
probe_2p0nm,2.0,0.79,0.20283700999999998,0.26224295100000006,-0.059405941000000004,0.0
probe_2p0nm,2.0,0.81,1.06633808,1.096041049,-0.029702970999999995,0.0
probe_2p0nm,2.0,0.83,-0.16773390100000002,-0.14793192100000002,-0.019801980999999996,0.0
probe_2p0nm,2.0,0.85,-0.33303209899999997,-0.34293308899999997,0.009900989999999998,0.0
probe_2p0nm,2.0,0.87,0.644409446,0.5850035050000001,0.05940593999999999,0.0
probe_2p0nm,2.0,0.89,0.06819526799999998,-0.06051760399999995,0.12871287199999998,0.0
probe_2p0nm,2.0,0.91,0.37004217800000005,0.20172534599999992,0.16831683199999997,0.0
probe_2p0nm,2.0,0.93,-0.7528955840000001,-0.921212416,0.16831683199999997,0.0
probe_2p0nm,2.0,0.95,-0.158361643,-0.356381446,0.19801980199999997,0.0
probe_2p0nm,2.0,0.97,-0.4011731679999999,-0.6387969310000001,0.23762376200000002,0.0
probe_2p0nm,2.0,0.99,0.17599449500000008,-0.12103520799999995,0.297029703,0.0
probe_2p0nm,2.0,1.01,-0.157037604,-0.463968297,0.306930693,0.0
probe_2p0nm,2.0,1.03,-0.02292459400000002,-0.349657267,0.326732673,0.0
probe_2p0nm,2.0,1.05,-0.873347861,-1.1901795439999998,0.316831683,0.0
probe_2p0nm,2.0,1.07,-0.789110357,-1.09604105,0.306930693,0.0
probe_2p0nm,2.0,1.09,0.45486261400000005,0.14793191999999988,0.306930693,0.0
probe_2p0nm,2.0,1.11,1.4283862379999999,1.042247624,0.386138614,0.0
probe_2p0nm,2.0,1.13,1.5525982569999999,1.156558653,0.396039604,0.0
probe_2p0nm,2.0,1.15,0.07571475199999989,-0.36982980200000004,0.445544554,0.0
probe_2p0nm,2.0,1.17,-0.8561397620000001,-1.331387287,0.475247524,0.0
probe_2p0nm,2.0,1.19,-0.6037978020000001,-1.069144337,0.46534653499999995,0.0
probe_2p0nm,2.0,1.21,0.17059435700000014,-0.235346237,0.405940594,0.0
probe_2p0nm,2.0,1.23,0.580028119,0.134483564,0.445544554,0.0
probe_2p0nm,2.0,1.25,-0.43288708900000006,-0.9279365940000001,0.495049505,0.0
probe_2p0nm,2.0,1.27,-0.843432515,-1.358284,0.514851486,0.0
probe_2p0nm,2.0,1.29,-0.662991367,-1.2372487920000002,0.574257426,0.0
probe_2p0nm,2.0,1.31,0.6340339210000001,0.020172535000000047,0.613861386,0.0
probe_2p0nm,2.0,1.33,-0.21432419800000002,-0.8875915240000001,0.6732673269999999,0.0
probe_2p0nm,2.0,1.35,0.6977283369999999,0.07396596099999997,0.623762376,0.0
probe_2p0nm,2.0,1.37,0.46799461399999986,-0.21517370300000005,0.6831683169999999,0.0
probe_2p0nm,2.0,1.39,1.068511624,0.316036376,0.752475248,0.0
probe_2p0nm,2.0,1.41,-0.086352435,-0.927936594,0.8415841580000001,0.0
probe_2p0nm,2.0,1.43,0.48054368300000005,-0.4303474060000001,0.910891089,0.0
probe_2p0nm,2.0,1.45,-0.6459414460000001,-1.566733525,0.920792079,0.0
probe_2p0nm,2.0,1.47,-0.544125288,-1.593630238,1.0495049509999999,0.0
probe_2p0nm,2.0,1.49,-0.662354237,-1.741562158,1.079207921,0.0
probe_2p0nm,2.0,1.51,0.016417207999999794,-1.082592693,1.099009901,0.0
probe_2p0nm,2.0,1.53,-0.08873394000000001,-1.237248792,1.1485148509999998,0.0
probe_2p0nm,2.0,1.55,-0.617137762,-1.7953555840000002,1.178217822,0.0
probe_2p0nm,2.0,1.57,-0.14083277199999994,-1.3784565340000001,1.237623762,0.0
probe_2p0nm,2.0,1.59,-0.496843664,-1.714665445,1.217821783,0.0
probe_2p0nm,2.0,1.61,0.05978091100000005,-1.237248792,1.297029703,0.0
probe_2p0nm,2.0,1.63,0.528991168,-0.8472464559999999,1.3762376239999998,0.0
probe_2p0nm,2.0,1.65,0.40832651500000006,-0.948109129,1.356435643,0.0
probe_2p0nm,2.0,1.67,0.7062555050000001,-0.719487069,1.4257425750000001,0.0
probe_2p0nm,2.0,1.69,0.783398277,-0.6522452879999999,1.4356435639999998,0.0
probe_2p0nm,2.0,1.71,-0.78052899,-2.2458755249999998,1.465346534,0.0
probe_2p0nm,2.0,1.73,-0.911835743,-2.387083268,1.475247525,0.0
probe_2p0nm,2.0,1.75,-0.27584506899999994,-1.721389624,1.4455445550000001,0.0
probe_2p0nm,2.0,1.77,0.933395347,-0.571555149,1.504950495,0.0
probe_2p0nm,2.0,1.79,0.42442295100000005,-1.149834475,1.574257426,0.0
probe_2p0nm,2.0,1.81,-1.111641808,-2.736740535,1.623762376,0.001336351
probe_2p0nm,2.0,1.83,1.0072154400000002,-0.5782793270000001,1.584158416,0.001336351
probe_2p0nm,2.0,1.85,0.6448509250000001,-0.9010398819999998,1.544554455,0.001336351
probe_2p0nm,2.0,1.87,-0.36356119899999984,-1.8289764759999998,1.465346534,6.8741e-05
probe_2p0nm,2.0,1.89,2.615867205,1.217076257,1.3960396039999998,0.002751344
probe_2p0nm,2.0,1.91,0.297414104,-1.089316872,1.386138614,0.000592362
probe_2p0nm,2.0,1.93,-1.010240971,-2.279496416,1.267326733,0.001928713
probe_2p0nm,2.0,1.95,-2.113734996,-3.3150198609999997,1.1980198020000001,0.003265064
probe_2p0nm,2.0,1.97,-0.8987100509999999,-2.0105292869999998,1.108910891,0.002908345
probe_2p0nm,2.0,1.99,-1.302680899,-2.2458755239999997,0.9405940589999999,0.002600566
probe_2p0nm,2.0,2.01,-0.4373451210000001,-1.344835643,0.9009900989999999,0.006500424
probe_2p0nm,2.0,2.03,-0.5961268459999999,-1.4793192069999999,0.8811881189999999,0.002004243
probe_2p0nm,2.0,2.05,0.27066488600000005,-0.531210079,0.8019801980000001,-0.000105233
probe_2p0nm,2.0,2.07,0.3957190460000002,-0.41017487099999994,0.801980198,0.00391372
probe_2p0nm,2.0,2.09,-0.3147055900000002,-1.062420159,0.742574257,0.005140311
probe_2p0nm,2.0,2.11,1.6919528990000001,1.008626732,0.673267327,0.01005884
probe_2p0nm,2.0,2.13,0.1956787470000001,-0.5312100790000001,0.712871287,0.014017539
probe_2p0nm,2.0,2.15,-1.490115771,-2.185357921,0.683168317,0.012073833
probe_2p0nm,2.0,2.17,-1.7638945229999998,-2.434152515,0.653465346,0.016792645
probe_2p0nm,2.0,2.19,-0.8818800339999999,-1.586906059,0.683168317,0.021857709
probe_2p0nm,2.0,2.21,-1.4781452080000002,-2.171909564,0.663366337,0.03039802
probe_2p0nm,2.0,2.23,-2.709336883,-3.388985822,0.653465347,0.026183592
probe_2p0nm,2.0,2.25,-0.39275251499999997,-1.089316872,0.663366336,0.03319802
probe_2p0nm,2.0,2.27,0.7385070379999998,0.02689671299999996,0.6831683169999999,0.028442008
probe_2p0nm,2.0,2.29,1.4841834939999998,0.6387969309999999,0.8118811880000001,0.033505375
probe_2p0nm,2.0,2.31,2.411367046,1.566733525,0.811881188,0.032752333
probe_2p0nm,2.0,2.33,-2.371163016,-3.079673623,0.663366337,0.045144271
probe_2p0nm,2.0,2.35,-0.502493129,-1.297766396,0.732673268,0.0626
probe_2p0nm,2.0,2.37,-0.556153254,-1.512940099,0.891089109,0.065697736
probe_2p0nm,2.0,2.39,0.3440582649999997,-0.665693643,0.95049505,0.059256859
probe_2p0nm,2.0,2.41,-0.224707961,-1.425525782,1.138613861,0.06220396
probe_2p0nm,2.0,2.43,-0.39718421300000006,-1.5263884559999998,1.069306931,0.059897312
probe_2p0nm,2.0,2.45,1.4076575100000002,0.2689671280000001,1.069306931,0.069383451
probe_2p0nm,2.0,2.47,-1.167742145,-2.245875525,1.01980198,0.0583314
probe_2p0nm,2.0,2.49,-0.06196312100000001,-1.203627901,1.0990099009999998,0.042654879
probe_3p0nm,3.0,0.01,0.0,0.0,0.0,0.0
probe_3p0nm,3.0,0.03,0.0,0.0,0.0,0.0
probe_3p0nm,3.0,0.05,0.0,0.0,0.0,0.0
probe_3p0nm,3.0,0.07,0.0,0.0,0.0,0.0
probe_3p0nm,3.0,0.09,0.0,0.0,0.0,0.0
probe_3p0nm,3.0,0.11,0.0,0.0,0.0,0.0
probe_3p0nm,3.0,0.13,0.0,0.0,0.0,0.0
probe_3p0nm,3.0,0.15,0.0,0.0,0.0,0.0
probe_3p0nm,3.0,0.17,0.0,0.0,0.0,0.0
probe_3p0nm,3.0,0.19,0.0,0.0,0.0,0.0
probe_3p0nm,3.0,0.21,0.0,0.0,0.0,0.0
probe_3p0nm,3.0,0.23,0.18827698999999998,0.18827698999999998,0.0,0.0
probe_3p0nm,3.0,0.25,0.2286220590000001,0.2286220590000001,0.0,0.0
probe_3p0nm,3.0,0.27,0.06051760400000017,0.06051760400000017,0.0,0.0
probe_3p0nm,3.0,0.29,-0.1658811280000001,-0.047069247000000036,-0.118811881,0.0
probe_3p0nm,3.0,0.31,-0.27553312900000004,-0.08741431700000002,-0.188118812,0.0
probe_3p0nm,3.0,0.33,-0.379572614,-0.181552812,-0.198019802,0.0
probe_3p0nm,3.0,0.35,-0.231640693,-0.033620890999999986,-0.198019802,0.0
probe_3p0nm,3.0,0.37,-0.01646698999999996,0.18155281199999995,-0.198019802,0.0
probe_3p0nm,3.0,0.39,0.07804205900000005,0.29586384100000007,-0.217821782,0.0
probe_3p0nm,3.0,0.41,0.004446652999999995,0.242070416,-0.237623762,0.0
probe_3p0nm,3.0,0.43,0.15555538599999996,0.383278158,-0.227722772,0.0
probe_3p0nm,3.0,0.45,0.20617200000000002,0.4437957619999999,-0.237623762,0.0
probe_3p0nm,3.0,0.47,0.09858514800000018,0.3362089110000004,-0.237623762,0.0
probe_3p0nm,3.0,0.49,-0.21035649499999964,0.047069247000000036,-0.257425743,0.0
probe_3p0nm,3.0,0.51,-0.23725320799999983,0.020172534000000075,-0.257425743,0.0
probe_3p0nm,3.0,0.53,0.025360297999999837,0.3025880200000002,-0.277227723,0.0
probe_3p0nm,3.0,0.55,-0.196537584,0.08069013800000002,-0.277227723,0.0
probe_3p0nm,3.0,0.57,-0.122942179,0.13448356399999997,-0.257425743,0.0
probe_3p0nm,3.0,0.59,-0.13284316799999998,0.134483564,-0.267326733,0.0
probe_3p0nm,3.0,0.61,0.19383530700000007,0.49086501,-0.297029703,0.0
probe_3p0nm,3.0,0.63,0.3156116240000001,0.652245287,-0.33663366299999997,0.0
probe_3p0nm,3.0,0.65,0.22539104899999995,0.591727683,-0.366336634,0.0
probe_3p0nm,3.0,0.67,0.5587937029999999,0.954833306,-0.396039604,0.0
probe_3p0nm,3.0,0.69,0.5488927130000001,0.9548333069999999,-0.405940594,0.0
probe_3p0nm,3.0,0.71,-0.6749077219999999,-0.2689671290000001,-0.405940594,0.0
probe_3p0nm,3.0,0.73,-1.108061386,-0.672417822,-0.435643564,0.0
probe_3p0nm,3.0,0.75,-0.795201821,-0.349657267,-0.445544554,0.0
probe_3p0nm,3.0,0.77,0.6773932079999999,1.1229377630000001,-0.44554455499999995,0.0
probe_3p0nm,3.0,0.79,0.412714555,0.90776406,-0.49504950499999995,0.0
probe_3p0nm,3.0,0.81,0.2580584560000001,0.75310796,-0.49504950499999995,0.0
probe_3p0nm,3.0,0.83,-0.44088552499999994,0.07396595999999997,-0.514851486,0.0
probe_3p0nm,3.0,0.85,-0.252979089,0.242070416,-0.495049505,0.0
probe_3p0nm,3.0,0.87,0.3348306729999999,0.800177208,-0.465346535,0.0
probe_3p0nm,3.0,0.89,-0.06973168299999988,0.33620891100000005,-0.40594059400000004,0.0
probe_3p0nm,3.0,0.91,0.3708872670000001,0.786728851,-0.41584158400000004,0.0
probe_3p0nm,3.0,0.93,-0.516333703,-0.08069013800000002,-0.43564356400000004,0.0
probe_3p0nm,3.0,0.95,-0.640916277,-0.21517370300000005,-0.42574257400000004,0.0
probe_3p0nm,3.0,0.97,-0.428919386,0.006724178000000025,-0.43564356499999995,0.0
probe_3p0nm,3.0,0.99,0.158890376,0.564830971,-0.405940594,0.0
probe_3p0nm,3.0,1.01,-0.44628566299999994,-0.04034506900000001,-0.405940594,0.0
probe_3p0nm,3.0,1.03,0.356697802,0.7329354260000001,-0.376237624,0.0
probe_3p0nm,3.0,1.05,0.13162310900000002,0.517761723,-0.386138614,0.0
probe_3p0nm,3.0,1.07,-0.18404271299999997,0.22189788100000002,-0.405940594,0.0
probe_3p0nm,3.0,1.09,0.6770226540000001,1.102765227,-0.42574257500000007,0.0
probe_3p0nm,3.0,1.11,0.6168756040000001,1.0624201580000001,-0.44554455400000004,0.0
probe_3p0nm,3.0,1.13,0.12601059400000003,0.571555149,-0.44554455400000004,0.0
probe_3p0nm,3.0,1.15,0.014876375999999913,0.450519941,-0.435643565,0.0
probe_3p0nm,3.0,1.17,-0.542859861,-0.08741431699999999,-0.455445545,0.0
probe_3p0nm,3.0,1.19,-0.01090867299999998,0.48414083099999994,-0.4950495050000001,0.0
probe_3p0nm,3.0,1.21,-0.06565558399999993,0.558106793,-0.6237623760000001,0.0
probe_3p0nm,3.0,1.23,-0.23376004000000017,0.390002337,-0.6237623769999999,0.0
probe_3p0nm,3.0,1.25,-0.39365809900000004,0.309312198,-0.7029702969999999,0.0
probe_3p0nm,3.0,1.27,-0.9170323370000001,-0.15465609900000005,-0.762376237,0.0
probe_3p0nm,3.0,1.29,-0.32456354499999995,0.477416654,-0.8019801980000001,0.0
probe_3p0nm,3.0,1.31,1.340226396,2.171909564,-0.8316831680000001,0.0
probe_3p0nm,3.0,1.33,-0.5460908720000001,0.275691307,-0.8217821780000001,0.0
probe_3p0nm,3.0,1.35,0.0977356439999999,1.008626733,-0.9108910889999999,0.0
probe_3p0nm,3.0,1.37,0.1752489709999998,1.096041049,-0.9207920790000002,0.0
probe_3p0nm,3.0,1.39,0.6063374850000001,1.566733524,-0.9603960389999999,0.0
probe_3p0nm,3.0,1.41,0.24005505000000005,1.21035208,-0.97029703,0.0
probe_3p0nm,3.0,1.43,0.544866396,1.633975307,-1.089108911,0.0
probe_3p0nm,3.0,1.45,-0.84275002,0.295863841,-1.138613861,0.0
probe_3p0nm,3.0,1.47,-0.746546377,0.322760555,-1.0693069300000002,0.0
probe_3p0nm,3.0,1.49,-0.6697741580000001,0.369829802,-1.03960396,0.0
probe_3p0nm,3.0,1.51,-0.1888101390000001,0.860694811,-1.0495049500000002,0.0
probe_3p0nm,3.0,1.53,-0.517553762,0.571555149,-1.0891089109999998,0.0
probe_3p0nm,3.0,1.55,-0.02277083200000002,1.0960410500000002,-1.118811881,0.0
probe_3p0nm,3.0,1.57,0.300360277,1.438974139,-1.1386138620000001,0.0
probe_3p0nm,3.0,1.59,0.6589650490000001,1.916390792,-1.2574257420000001,0.0
probe_3p0nm,3.0,1.61,0.584628535,1.822252297,-1.2376237620000001,0.0
probe_3p0nm,3.0,1.63,-0.10833237699999998,1.109489406,-1.2178217820000001,0.0
probe_3p0nm,3.0,1.65,-0.3978425939999999,0.800177207,-1.1980198020000001,0.0
probe_3p0nm,3.0,1.67,-1.52189202,-0.383278158,-1.138613861,0.0
probe_3p0nm,3.0,1.69,-0.8048406530000001,0.383278158,-1.1881188120000004,0.0
probe_3p0nm,3.0,1.71,-1.5034140800000002,-0.27569130699999994,-1.227722773,0.0
probe_3p0nm,3.0,1.73,-0.633929941,0.524485901,-1.158415841,0.0
probe_3p0nm,3.0,1.75,0.780583188,1.889494079,-1.1089108909999998,0.0
probe_3p0nm,3.0,1.77,1.241004119,2.3400140190000003,-1.099009901,0.0
probe_3p0nm,3.0,1.79,0.5192937230000001,1.499491743,-0.98019802,0.0
probe_3p0nm,3.0,1.81,0.32672825699999997,1.2574213259999998,-0.9306930689999999,0.0
probe_3p0nm,3.0,1.83,-0.38566407999999996,0.56483097,-0.9504950489999999,0.0
probe_3p0nm,3.0,1.85,0.24677922800000007,1.217076257,-0.9702970299999999,0.0
probe_3p0nm,3.0,1.87,-0.55863994,0.49086501,-1.0495049509999999,0.0
probe_3p0nm,3.0,1.89,1.680511406,2.730016356,-1.0495049509999999,0.0
probe_3p0nm,3.0,1.91,0.052519167999999894,1.0624201580000001,-1.0099009900000002,0.0
probe_3p0nm,3.0,1.93,-1.221156773,-0.181552812,-1.03960396,0.0
probe_3p0nm,3.0,1.95,-0.38026394100000005,0.6791419999999999,-1.059405941,0.0
probe_3p0nm,3.0,1.97,-0.39260063300000003,0.726211248,-1.118811881,0.0
probe_3p0nm,3.0,1.99,-0.32816510900000007,0.820349743,-1.1485148520000001,0.0
probe_3p0nm,3.0,2.01,0.6078197029999999,1.647423664,-1.03960396,0.0
probe_3p0nm,3.0,2.03,-0.04442558399999996,0.995178377,-1.03960396,0.0
probe_3p0nm,3.0,2.05,0.658806872,1.7281138020000002,-1.0693069300000002,0.0
probe_3p0nm,3.0,2.07,-0.09578330699999982,0.894315703,-0.9900990100000001,0.0
probe_3p0nm,3.0,2.09,-0.14957673300000018,0.840522277,-0.9900990099999999,0.0
probe_3p0nm,3.0,2.11,0.28749485100000016,1.277593861,-0.9900990099999999,0.0
probe_3p0nm,3.0,2.13,0.14088697000000006,1.02207509,-0.881188119,0.0
probe_3p0nm,3.0,2.15,1.479739544,2.400531623,-0.920792079,0.0
probe_3p0nm,3.0,2.17,-0.42712081199999996,0.4639682970000001,-0.8910891089999999,0.0
probe_3p0nm,3.0,2.19,-0.3850811489999999,0.41689905,-0.801980198,0.0
probe_3p0nm,3.0,2.21,-0.44353360399999997,0.28913966399999996,-0.7326732669999999,0.0
probe_3p0nm,3.0,2.23,-0.16466548599999997,0.558106792,-0.7227722769999999,0.0
probe_3p0nm,3.0,2.25,-0.99676899,-0.36310562399999996,-0.6336633660000001,0.0
probe_3p0nm,3.0,2.27,0.017470256999999823,0.5917276840000001,-0.574257426,0.0
probe_3p0nm,3.0,2.29,0.399636753,0.9144882379999999,-0.5148514849999999,0.0
