time_ps,temperature_K,potential_kJ_per_mol,kinetic_kJ_per_mol,total_kJ_per_mol,graphene_z_min_nm,graphene_z_max_nm,graphene_z_mean_nm,ligand_z_min_nm,ligand_z_max_nm,pyrene_z_mean_nm,pyrene_height_above_graphene_nm,water_z_min_nm,water_z_max_nm,water_below_graphene,water_below_lower_wall,water_above_upper_wall,lower_wall_violation_nm,upper_wall_violation_nm
0.0,49.358895775556086,-375728.8219694388,9862.967610075764,-365865.85435936303,0.49433186769199167,0.5089110346253705,0.5043072287302882,0.8007377129712303,1.9945853306523098,0.8443894045267082,0.34008217579641997,0.7960505198908745,6.808599694008848,0,0,5,0.0,0.008599694008847969
1.0000000000000007,44.47992655341575,-369239.1347879674,8888.044758735205,-360351.0900292322,0.480050202746227,0.521503289827308,0.5033539391214071,0.7828823109806251,1.9179200778787404,0.835034590468933,0.3316806513475259,0.7911187744815074,6.803590789560213,0,0,1,0.0,0.003590789560212748
1.9999999999998905,49.81440317775643,-369315.27469743416,9953.98777338089,-359361.2869240533,0.48648685263372865,0.5221153027729981,0.5045280848995658,0.7919317605052774,1.8958192223898642,0.8305179894457274,0.3259899045461616,0.7892332264669086,6.759172608219657,0,0,0,0.0,0.0
2.9999999999997806,51.831877741905885,-370066.5461661513,10357.122526857525,-359709.42363929376,0.4755667061238267,0.5219808695961436,0.5046189055912637,0.7500361095367136,1.836817777644793,0.8463763342753977,0.34175742868413406,0.7809859660740113,6.7237047007225215,0,0,0,0.0,0.0
3.9999999999996705,51.68208674995184,-370734.888235949,10327.191069139311,-360407.6971668097,0.4733419118515293,0.5228636508944291,0.5034281687669385,0.7313890051538188,1.7583621551497544,0.8374396729944689,0.33401150422753034,0.7699639081542271,6.676172703145763,0,0,0,0.0,0.0
5.000000000000004,52.02142871653794,-371195.86764036026,10394.998883163295,-360800.86875719693,0.46761452540838055,0.5243669782942131,0.5014535718249206,0.7482885255354343,1.7099094791859777,0.826850628682206,0.3253970568572855,0.7684629167746131,6.630186209365718,0,0,0,0.0,0.0
6.000000000000338,51.5442971529372,-371719.39635652956,10299.657747921176,-361419.7386086084,0.4715308288066802,0.5228102876348659,0.5016729494212872,0.7585263670874909,1.683407849933591,0.8222108993496793,0.32053794992839213,0.7666757884089943,6.584108930315587,0,0,0,0.0,0.0
7.000000000000672,50.612346029147986,-372017.0314126597,10113.433894982822,-361903.5975176769,0.4775713621566533,0.5277162950749226,0.5015711361179136,0.7351301307597854,1.690231801485418,0.8313997490248914,0.32982861290697785,0.764010007489353,6.569717425630028,0,0,0,0.0,0.0
8.000000000001005,50.315638931540924,-372275.6831508186,10054.145443582187,-362221.53770723636,0.4732437979398636,0.5207451434823085,0.4999588332533591,0.7399815281493036,1.6460113057288055,0.8249101110630683,0.3249512778097092,0.763715848030218,6.580172088571953,0,0,0,0.0,0.0
9.000000000000451,50.93772797027216,-372554.1282101101,10178.45219605674,-362375.6760140534,0.4750669813663979,0.5210737852880705,0.5001891800809937,0.7316729510072006,1.6474354964360138,0.8270269747864909,0.32683779470549723,0.7675826552011011,6.553773580094784,0,0,0,0.0,0.0
9.999999999999897,50.550518579612564,-372549.6684510601,10101.079442505717,-362448.58900855435,0.46686506637851055,0.5230161267167457,0.4995368860628215,0.7387421455238545,1.666296137259212,0.8194258804035165,0.319888994340695,0.7685574727954378,6.567612941046065,0,0,0,0.0,0.0
10.999999999999343,50.83667959015575,-372660.4598147245,10158.260559179962,-362502.1992555446,0.47875909711918396,0.5205755479931522,0.49985748509089234,0.7322695639774572,1.6430271360095858,0.8224886857979516,0.3226312007070593,0.7686928083019176,6.520757706352203,0,0,0,0.0,0.0
11.999999999998789,50.44617719324339,-372830.5926398174,10080.229792245527,-362750.36284757184,0.47414627481545346,0.5242492039949891,0.5009555595115719,0.7503472385294039,1.6361649441672732,0.8276146928781987,0.3266591333666268,0.762160826157813,6.535057439859045,0,0,0,0.0,0.0
12.999999999998234,50.26147949504486,-372952.96681081597,10043.32322482005,-362909.64358599595,0.4736219115611213,0.5201607908630339,0.5002315846378111,0.7478234379358479,1.639132509653403,0.8346748516267897,0.3344432669889785,0.7570745360478811,6.525320386034267,0,0,0,0.0,0.0
13.99999999999768,50.543839275785814,-373028.8165374426,10099.744774129005,-362929.0717633136,0.4777654769642381,0.5246816491854229,0.5002935629531668,0.7384093822985935,1.6463951624757698,0.827736943747485,0.3274433807943181,0.7764287593826716,6.550864130606442,0,0,0,0.0,0.0
