z_nm,rho_mean_e_per_nm3,rho_2ns_block_sd_e_per_nm3,phi_mean_mV_relative_to_bulk,phi_2ns_block_sd_mV,E_mean_V_per_m,exponential_fit_mV
3.165000000000000213e+01,5.774987817727905010e-02,1.112200110273406234e-01,-1.018447480824489730e+02,1.157786857170741257e+02,1.008099544851035029e+08,-8.520194835124924282e+01
3.175000000000000000e+01,-1.297276257065514693e-01,2.611810163717065980e-01,-1.086696271118836563e+02,1.128153913956847276e+02,3.568762610358986259e+07,-8.520439852353328547e+01
3.185000000000000142e+01,3.135410148601340541e-02,1.884842675268228462e-01,-1.077881858965871231e+02,1.063493017840879986e+02,-5.331645040951997042e+07,-8.520680017915546500e+01
3.195000000000000284e+01,1.214968627988568944e-01,9.181602235322185168e-02,-1.093711853334594650e+02,1.026041402240938964e+02,8.497643914696647227e+07,-8.520915427881007531e+01
3.204999999999999716e+01,-8.421991370144200906e-02,9.592079319858989872e-02,-1.195551571783233271e+02,1.021894089201334737e+02,1.187029977503120750e+08,-8.521146176416837648e+01
3.215000000000000568e+01,6.208172950037983695e-02,1.448837181434488308e-01,-1.304239737513930208e+02,1.005699439588816091e+02,9.867333371107980609e+07,-8.521372355825522504e+01
3.225000000000000000e+01,-1.651869570440013812e-01,1.217286079805248999e-01,-1.356270513514963341e+02,9.834648267774515773e+01,5.388218290987998247e+06,-8.521594056581847099e+01
3.235000000000000142e+01,1.520470281695789905e-01,1.531117874441814963e-01,-1.355714514374573127e+02,9.949535318808305817e+01,-6.500216571770995855e+06,-8.521811367369065238e+01
3.245000000000000284e+01,-1.448293864910572826e-01,1.552998605732525961e-01,-1.352479401586006418e+02,1.019853872664335483e+02,2.999099463881552219e+04,-8.522024375114392569e+01
3.254999999999999716e+01,4.457779572395475370e-02,1.182041005836293734e-01,-1.307157757951836743e+02,1.007349115838457010e+02,-9.067327826297816634e+07,-8.522233165023766333e+01
3.265000000000000568e+01,2.673770177315314567e-03,3.091080526153736630e-01,-1.237860058230766356e+02,1.065492866629746089e+02,-4.792212117916122079e+07,-8.522437820615935777e+01
3.275000000000000000e+01,-3.744483926550007391e-02,2.809378219336628457e-01,-1.174208263249183517e+02,1.256996249159253694e+02,-7.938146878400498629e+07,-8.522638423755864778e+01
3.285000000000000142e+01,9.450112975955918260e-02,1.619036267710957100e-01,-1.120637816713923058e+02,1.394380734202640610e+02,-2.775942428651566803e+07,-8.522835054687483591e+01
3.295000000000000284e+01,4.101071586667883948e-03,1.460559719488858099e-01,-1.137483879231490107e+02,1.439818358359177637e+02,6.145154932164988667e+07,-8.523027792065788333e+01
3.304999999999999716e+01,-1.174011846899583461e-01,2.162547356146559685e-01,-1.147680926818597271e+02,1.480688740878228771e+02,-4.105745414743520319e+07,-8.523216712988298127e+01
3.315000000000000568e+01,9.787155358291699248e-02,1.624582245688043491e-01,-1.097788693216544260e+02,1.474521064452320900e+02,-5.872701305667088926e+07,-8.523401893025901188e+01
3.325000000000000000e+01,1.116118614746369059e-01,1.049563612072005880e-01,-1.133827411334712423e+02,1.443839981130762737e+02,1.308044492930073440e+08,-8.523583406253084149e+01
3.335000000000000142e+01,-1.478281348538711959e-01,1.923529788179780264e-01,-1.248248407902987651e+02,1.493912220932378716e+02,9.803754384354189038e+07,-8.523761325277557432e+01
3.345000000000000284e+01,7.477835179958937373e-02,2.050835166723399550e-01,-1.313239822049815473e+02,1.608475623401872951e+02,3.194528445011492074e+07,-8.523935721269300814e+01
3.354999999999999716e+01,4.322457432311491154e-02,1.774367126130364514e-01,-1.398567058344262080e+02,1.690312179124085787e+02,1.387091881387793124e+08,-8.524106663989036292e+01
3.365000000000000568e+01,-1.056820108310279199e-01,1.297468263386049592e-01,-1.509021863498343237e+02,1.725020712867017778e+02,8.220042216938440502e+07,-8.524274221816133945e+01
3.375000000000000000e+01,3.098979661174258368e-02,1.678691241587742522e-01,-1.557433155909586731e+02,1.742554175105291563e+02,1.462216265310152993e+07,-8.524438461775959297e+01
3.385000000000000142e+01,3.931596475351726433e-02,1.294481972510449774e-01,-1.603860112654631394e+02,1.784838752732178477e+02,7.823175083698821068e+07,-8.524599449566680676e+01
3.395000000000000284e+01,-1.104587003082759811e-01,1.581431602774141520e-01,-1.649908440518623820e+02,1.777419788236290970e+02,1.386490489099624753e+07,-8.524757249585564978e+01
3.404999999999999716e+01,1.157844505574050220e-01,2.353203949258916294e-01,-1.666182598744900929e+02,1.697742506789098513e+02,1.868341156155660748e+07,-8.524911924954724896e+01
3.415000000000000568e+01,-4.930811079428951138e-02,1.049163249935974734e-01,-1.714938457529774496e+02,1.730349639474116543e+02,7.882830600819224119e+07,-8.525063537546367343e+01
3.425000000000000000e+01,6.500176923775256854e-02,3.181927082583876354e-01,-1.800866232566549172e+02,1.777824893262130104e+02,9.302724406535881758e+07,-8.525212148007551605e+01
3.435000000000000142e+01,-2.564855734681781296e-01,2.568168587522385860e-01,-1.807270377084622055e+02,1.713217558011380390e+02,-8.021895502921423316e+07,-8.525357815784445847e+01
3.445000000000000284e+01,-5.588401413989609878e-01,1.130620138854242507e-01,-1.358215839086680603e+02,1.720365437180322488e+02,-8.178901209666695595e+08,-8.525500599146099034e+01
3.454999999999999716e+01,-2.079255421295095885e-01,1.220704268968952760e-01,-1.934576349384026273e+01,1.769063533675948747e+02,-1.511626287329884529e+09,-8.525640555207762361e+01
3.465000000000000568e+01,1.505844265370808455e-01,1.711676122705592107e-01,1.344108523306821610e+02,1.771593139495150808e+02,-1.563506029160563946e+09,-8.525777739953727519e+01
3.475000000000000000e+01,4.005918582155630348e-01,1.041860796451768434e-01,2.658274414411754947e+02,1.808030791404412696e+02,-1.064825753049301147e+09,-8.525912208259718739e+01
3.485000000000000142e+01,2.508359567213265806e-01,6.481707605757328072e-02,3.428408422182980075e+02,1.872434090779515543e+02,-4.754422624931492805e+08,-8.526044013914852826e+01
3.495000000000000284e+01,1.012871864878022721e-01,2.760301156940800013e-02,3.744557849390683373e+02,1.905728302283123980e+02,-1.568565919222570062e+08,-8.526173209643150130e+01
3.504999999999999716e+01,3.065542658526536693e-02,1.608742692591533241e-02,3.841726478914805512e+02,1.911583611297215555e+02,-3.748066712598738819e+07,-8.526299847124624876e+01
3.515000000000000568e+01,4.349756474936312262e-03,2.249645386468977250e-03,3.863371564180063160e+02,1.911298589867554369e+02,-5.809503404528055340e+06,-8.526423977015956268e+01
3.525000000000000000e+01,1.242787564267517448e-03,1.135876875163896287e-03,3.866651122553587356e+02,1.911401237714898400e+02,-7.496133425197489560e+05,-8.526545648970758862e+01
3.535000000000000142e+01,-2.071312607112528990e-04,4.613161580047846298e-04,3.866932227557032320e+02,1.911098371730751069e+02,1.874033356299373263e+05,-8.526664911659433699e+01
3.545000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.866838525889216953e+02,1.911061569440643382e+02,1.164153218269348145e-10,-8.526781812788645709e+01
3.554999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.866838525889216953e+02,1.911061569440643382e+02,1.164153218269348145e-10,-8.526896399120410308e+01
3.565000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.866838525889216953e+02,1.911061569440643382e+02,1.164153218269348145e-10,-8.527008716490784934e+01
3.575000000000000000e+01,-4.142625214225057980e-04,9.272454775896168781e-04,3.867025929224847118e+02,1.910953241733575396e+02,-3.748066712598743034e+05,-8.527118809828213841e+01
3.585000000000000142e+01,4.142625214225057980e-04,9.272454775896168781e-04,3.867400735896106880e+02,1.910736844151719538e+02,-3.748066712598743034e+05,-8.527226723171501988e+01
3.595000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.867588139231737046e+02,1.910628774306133550e+02,1.164153218269348145e-10,-8.527332499687426548e+01
3.604999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.867588139231737046e+02,1.910628774306133550e+02,1.164153218269348145e-10,-8.527436181688001682e+01
3.615000000000000568e+01,2.071312607112528990e-04,4.636227387948084391e-04,3.867494437563922247e+02,1.910682798481960845e+02,1.874033356299373263e+05,-8.527537810647410765e+01
3.625000000000000000e+01,-2.071312607112528990e-04,4.636227387948084391e-04,3.867307034228291514e+02,1.910790911313584388e+02,1.874033356299373263e+05,-8.527637427218593302e+01
3.635000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.867213332560476715e+02,1.910844999965732143e+02,1.164153218269348145e-10,-8.527735071249506404e+01
3.645000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.867213332560476715e+02,1.910844999965732143e+02,1.164153218269348145e-10,-8.527830781799063686e+01
3.654999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.867213332560476715e+02,1.910844999965732143e+02,1.164153218269348145e-10,-8.527924597152760100e+01
3.665000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.867213332560476715e+02,1.910844999965732143e+02,1.164153218269348145e-10,-8.528016554837989815e+01
3.675000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.867213332560476715e+02,1.910844999965732143e+02,1.164153218269348145e-10,-8.528106691639052883e+01
3.685000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.867213332560476715e+02,1.910844999965732143e+02,1.164153218269348145e-10,-8.528195043611870574e+01
3.695000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.867213332560476715e+02,1.910844999965732143e+02,1.164153218269348145e-10,-8.528281646098410818e+01
3.704999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.867213332560476715e+02,1.910844999965732143e+02,1.164153218269348145e-10,-8.528366533740822319e+01
3.715000000000000568e+01,2.071312607112528990e-04,4.636227387948084391e-04,3.867119630892661917e+02,1.910899110106337844e+02,1.874033356299373263e+05,-8.528449740495294407e+01
3.725000000000000000e+01,-2.071312607112528990e-04,4.636227387948084391e-04,3.866932227557032320e+02,1.911007394845619558e+02,1.874033356299373263e+05,-8.528531299645638342e+01
3.735000000000000142e+01,2.071312607112528990e-04,4.636227387948084391e-04,3.866744824221402155e+02,1.911115765516820488e+02,1.874033356299373263e+05,-8.528611243816600052e+01
3.745000000000000284e+01,2.071312607112528990e-04,4.636227387948084391e-04,3.866370017550141824e+02,1.911332764596501477e+02,5.622100068898117170e+05,-8.528689604986917061e+01
3.754999999999999716e+01,-4.142625214225057980e-04,9.272454775896168781e-04,3.865901509211067264e+02,1.911604496552597539e+02,3.748066712598745362e+05,-8.528766414502099735e+01
3.765000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865714105875437667e+02,1.911713339587843450e+02,1.164153218269348145e-10,-8.528841703086979464e+01
3.775000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865714105875437667e+02,1.911713339587843450e+02,1.164153218269348145e-10,-8.528915500857993948e+01
3.785000000000000142e+01,4.142625214225057980e-04,9.272454775896168781e-04,3.865526702539807502e+02,1.911822268459846441e+02,3.748066712598745362e+05,-8.528987837335235156e+01
3.795000000000000284e+01,-6.213937821337587241e-04,1.390868216384425751e-03,3.865245597536362538e+02,1.911985822679675664e+02,1.874033356299372681e+05,-8.529058741454258552e+01
3.804999999999999716e+01,2.071312607112528990e-04,4.636227387948084391e-04,3.865245597536362538e+02,1.911985822679675664e+02,-1.874033356299372099e+05,-8.529128241577656411e+01
3.815000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865339299204177337e+02,1.911931283153936079e+02,0.000000000000000000e+00,-8.529196365506405186e+01
3.825000000000000000e+01,2.071312607112528990e-04,4.613161580047846298e-04,3.865245597536362538e+02,1.911894428103728103e+02,1.874033356299372099e+05,-8.529263140490988349e+01
3.835000000000000853e+01,-2.071312607112528990e-04,4.613161580047846298e-04,3.865058194200732942e+02,1.911820784211863611e+02,1.874033356299372099e+05,-8.529328593242284740e+01
3.845000000000000284e+01,-2.071312607112528990e-04,4.636227387948084391e-04,3.865058194200732942e+02,1.911729495993546095e+02,-1.874033356299372099e+05,-8.529392749942269347e+01
3.854999999999999716e+01,2.071312607112528990e-04,4.636227387948084391e-04,3.865245597536362538e+02,1.911620561606175102e+02,-1.874033356299372099e+05,-8.529455636254478179e+01
3.865000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865339299204177337e+02,1.911566126601683777e+02,0.000000000000000000e+00,-8.529517277334275605e+01
3.875000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865339299204177337e+02,1.911566126601683777e+02,0.000000000000000000e+00,-8.529577697838912798e+01
3.885000000000000853e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865339299204177337e+02,1.911566126601683777e+02,0.000000000000000000e+00,-8.529636921937398597e+01
3.895000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865339299204177337e+02,1.911566126601683777e+02,0.000000000000000000e+00,-8.529694973320162887e+01
3.904999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865339299204177337e+02,1.911566126601683777e+02,0.000000000000000000e+00,-8.529751875208532397e+01
3.915000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865339299204177337e+02,1.911566126601683777e+02,0.000000000000000000e+00,-8.529807650364021754e+01
3.925000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865339299204177337e+02,1.911566126601683777e+02,0.000000000000000000e+00,-8.529862321097434119e+01
3.935000000000000853e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865339299204177337e+02,1.911566126601683777e+02,0.000000000000000000e+00,-8.529915909277794128e+01
3.945000000000000284e+01,2.071312607112528990e-04,4.613161580047846298e-04,3.865245597536362538e+02,1.911529378542337554e+02,1.874033356299372099e+05,-8.529968436341087568e+01
3.954999999999999716e+01,-2.071312607112528990e-04,4.613161580047846298e-04,3.865058194200732942e+02,1.911455948657193176e+02,1.874033356299372099e+05,-8.530019923298841888e+01
3.965000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.864964492532917575e+02,1.911419266833939332e+02,0.000000000000000000e+00,-8.530070390746523401e+01
3.975000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.864964492532917575e+02,1.911419266833939332e+02,0.000000000000000000e+00,-8.530119858871788097e+01
3.985000000000000853e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.864964492532917575e+02,1.911419266833939332e+02,0.000000000000000000e+00,-8.530168347462540623e+01
3.995000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.864964492532917575e+02,1.911419266833939332e+02,0.000000000000000000e+00,-8.530215875914869628e+01
4.004999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.864964492532917575e+02,1.911419266833939332e+02,0.000000000000000000e+00,-8.530262463240785564e+01
4.015000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.864964492532917575e+02,1.911419266833939332e+02,0.000000000000000000e+00,-8.530308128075840557e+01
4.025000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.864964492532917575e+02,1.911419266833939332e+02,0.000000000000000000e+00,-8.530352888686579149e+01
4.035000000000000853e+01,2.071312607112528990e-04,4.613161580047846298e-04,3.864870790865102776e+02,1.911382607091925649e+02,1.874033356299372099e+05,-8.530396762977841263e+01
4.045000000000000284e+01,-4.142625214225057980e-04,9.226323160095692595e-04,3.864777089197287410e+02,1.911345969432424283e+02,0.000000000000000000e+00,-8.530439768499930153e+01
4.054999999999999716e+01,2.071312607112528990e-04,4.613161580047846298e-04,3.864870790865102776e+02,1.911382607091925649e+02,-1.874033356299372099e+05,-8.530481922455624044e+01
4.065000000000000568e+01,-2.071312607112528990e-04,4.613161580047846298e-04,3.865058194200732942e+02,1.911455948657193176e+02,-1.874033356299372099e+05,-8.530523241707072657e+01
4.075000000000000000e+01,2.071312607112528990e-04,4.613161580047846298e-04,3.865245597536362538e+02,1.911529378542337554e+02,-1.874033356299372099e+05,-8.530563742782521786e+01
4.085000000000000853e+01,-2.071312607112528990e-04,4.636227387948084391e-04,3.865433000871992135e+02,1.911511713059099407e+02,-1.874033356299372099e+05,-8.530603441882945503e+01
4.095000000000000284e+01,2.071312607112528990e-04,4.636227387948084391e-04,3.865620404207622300e+02,1.911402950366983760e+02,-1.874033356299372099e+05,-8.530642354888512102e+01
4.104999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865714105875437667e+02,1.911348601221116894e+02,0.000000000000000000e+00,-8.530680497364943449e+01
4.115000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865714105875437667e+02,1.911348601221116894e+02,0.000000000000000000e+00,-8.530717884569737919e+01
4.125000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865714105875437667e+02,1.911348601221116894e+02,0.000000000000000000e+00,-8.530754531458276801e+01
4.135000000000000853e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865714105875437667e+02,1.911348601221116894e+02,0.000000000000000000e+00,-8.530790452689802805e+01
4.145000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865714105875437667e+02,1.911348601221116894e+02,0.000000000000000000e+00,-8.530825662633287720e+01
4.154999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865714105875437667e+02,1.911348601221116894e+02,0.000000000000000000e+00,-8.530860175373177867e+01
4.165000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865714105875437667e+02,1.911348601221116894e+02,0.000000000000000000e+00,-8.530894004715032963e+01
4.175000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865714105875437667e+02,1.911348601221116894e+02,0.000000000000000000e+00,-8.530927164191037093e+01
4.185000000000000853e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.865714105875437667e+02,1.911348601221116894e+02,0.000000000000000000e+00,-8.530959667065422991e+01
