time_ps,temperature_K,potential_kJ_per_mol,kinetic_kJ_per_mol,total_kJ_per_mol,graphene_z_min_nm,graphene_z_max_nm,graphene_z_mean_nm,pyrene_height_above_graphene_nm,ligand_z_min_nm,ligand_z_max_nm,water_z_min_nm,water_z_max_nm,water_below_graphene,water_above_upper_wall,water_below_lower_wall,upper_wall_violation_nm,lower_wall_violation_nm
0.0,300.9506065619874,-308235.8010263862,60136.39564083412,-248099.4053855521,0.45624843467709475,0.547165331773821,0.5012236041537013,0.31353731756817105,0.7598033646603932,1.8538463998071038,0.768866259984982,6.662598044753835,0,0,0,0.0,0.0
1.0000000000000007,301.69620662471334,-308004.4330411339,60285.38254893222,-247719.0504922017,0.45105202107438913,0.5407439206325719,0.5003036960398276,0.34414930952966005,0.7232305225890716,1.8211807862933362,0.7729861584536408,6.6476838788810255,0,0,0,0.0,0.0
1.9999999999998905,300.99056524151484,-308438.7229371802,60144.380243320215,-248294.34269385997,0.4565690220452634,0.5392053290074852,0.5013927895639854,0.33928384005595613,0.7376002401468806,1.8649662393599158,0.7649977168869482,6.64918899104043,0,0,0,0.0,0.0
2.9999999999997806,297.24799822800003,-308418.6185678113,59396.53496329847,-249022.08360451285,0.4665977554343268,0.5444089112247057,0.501727357821049,0.35096883456807304,0.7484092523827126,1.9234962917650478,0.7694365258300442,6.682273105736641,0,0,0,0.0,0.0
3.9999999999996705,300.497366987675,-309163.6992692463,60045.82863825418,-249117.87063099214,0.46087899724732684,0.5422497019023389,0.5022967260745324,0.33160181009121825,0.7698511001144928,2.0265340166849484,0.7612995107002067,6.7283469634135,0,0,0,0.0,0.0
5.000000000000004,297.1697426407425,-306631.6863402999,59380.89781602642,-247250.7885242735,0.4644731841591856,0.5383363990973102,0.502169683459187,0.3310718810130072,0.7539060947501195,1.9151427926703661,0.773584437836055,6.675822276946581,0,0,0,0.0,0.0
6.000000000000338,302.13526070608185,-307721.19889023714,60373.11498531613,-247348.08390492102,0.46175138732304166,0.540608544650933,0.49999104660855426,0.3385336841253687,0.7709598670260407,1.9304711941120898,0.7564929604522685,6.6320105103847915,0,0,0,0.0,0.0
7.000000000000672,300.1850069619395,-307180.8959169071,59983.412395586995,-247197.48352132013,0.4671550202570014,0.5468641928820865,0.501280970839707,0.3369348359319466,0.7608795702930329,1.9950300260001121,0.7745393081564629,6.640475380507368,0,0,0,0.0,0.0
8.000000000001005,302.49837106555657,-308550.9071316663,60445.67223478676,-248105.23489687956,0.4645868547261487,0.5485508947843973,0.5000457923923981,0.33863228717487603,0.7575004489504558,1.993345453959133,0.7672138682988949,6.6375246700892845,0,0,0,0.0,0.0
9.000000000000451,298.80926909212474,-308207.35322372336,59708.51041820813,-248498.84280551522,0.4576274137913796,0.5383247624746001,0.5000149825230296,0.341896665895994,0.7256619075521815,1.9290584631116197,0.7751928267956245,6.690014006935925,0,0,0,0.0,0.0
