time_ps,temperature_K,potential_kJ_per_mol,kinetic_kJ_per_mol,total_kJ_per_mol,graphene_z_min_nm,graphene_z_max_nm,graphene_z_mean_nm,ligand_z_min_nm,ligand_z_max_nm,pyrene_z_mean_nm,pyrene_height_above_graphene_nm,water_z_min_nm,water_z_max_nm,water_below_graphene,na_z_min_nm,na_z_max_nm,k_z_min_nm,k_z_max_nm,cl_z_min_nm,cl_z_max_nm,h2po4_z_min_nm,h2po4_z_max_nm,hpo4_z_min_nm,hpo4_z_max_nm,na_below_graphene,k_below_graphene,cl_below_graphene,h2po4_atoms_below_graphene,hpo4_atoms_below_graphene,lowest_water_gap_nm,lowest_na_gap_nm,lowest_k_gap_nm,lowest_cl_gap_nm,lowest_h2po4_gap_nm,lowest_hpo4_gap_nm
0.0,99.78762969833728,-2276157.495132372,97042.75197646266,-2179114.7431559092,0.4702170934047718,0.5235543948990538,0.5010598244889503,0.773326320969792,1.7591968362350165,0.8208166026242911,0.31975677813534087,0.7703338946810057,36.28186286217385,0,1.8680606310902625,35.636276082092564,5.1660400890671525,23.17406115501285,1.2080612420285437,35.93521290723834,32.49404865266246,32.7661573197737,7.707269285676247,35.43134277156025,0,0,0,0,0,0.2467794997819519,1.3445062361912088,4.642485694168099,0.68450684712949,31.970494257763402,7.1837148907771935
1.0000000000000007,130.33910312300577,-2243484.125347752,126753.84008456104,-2116730.285263191,0.4741646054570344,0.5273415024479728,0.5019970217809845,0.7741826657327255,1.7317269282863492,0.8365293496279452,0.33453232784696074,0.7736068983218378,36.25125330151218,0,1.8526943206746473,35.62076178677654,5.177103394995967,23.16438999328983,1.2163260973792003,35.94523574324603,32.50405452215057,32.77529223529007,7.73185730929044,35.462093626358666,0,0,0,0,0,0.24626539587386498,1.3253528182266745,4.649761892547994,0.6889845949312274,31.976713019702593,7.204515806842467
1.9999999999998905,142.08986069826412,-2230241.7716141976,138181.36728766825,-2092060.4043265295,0.4698570989561559,0.536700286016405,0.5018526832268526,0.7868836391123795,1.745206303930221,0.8356069842965541,0.3337543010697015,0.7704956770597278,36.26184129718439,0,1.8488302064353128,35.614458184522164,5.199530813227042,23.177348078643377,1.227726859927131,35.98301778965981,32.477289293365175,32.791211100260625,7.701693108144031,35.454945282500944,0,0,0,0,0,0.2337953910433228,1.3121299204189079,4.662830527210637,0.691026573910726,31.94058900734877,7.164992822127626
2.9999999999997806,147.70508459105437,-2226307.5209156796,143642.13212563124,-2082665.3887900484,0.466885786632961,0.5267780739648984,0.5017652123254734,0.7679463964400668,1.74265022317309,0.8282488485852638,0.3264836362597904,0.7753170585459861,36.295220576925544,0,1.8598226571541794,35.6225997247505,5.198290707949283,23.184984571885906,1.2195961607464563,35.983796317433644,32.4779287624296,32.80558042871951,7.7334126273709884,35.44476957802419,0,0,0,0,0,0.2485389845810877,1.333044583189281,4.671512633984385,0.6928180867815579,31.9511506884647,7.20663455340609
3.9999999999996705,148.85157423581123,-2225166.4248487204,144757.08505693206,-2080409.3397917883,0.4740503590104108,0.5306582425651913,0.5006159456012973,0.7670941175144339,1.7037529581789457,0.8337740381345835,0.3331580925332862,0.7706699153405729,36.27163561613963,0,1.8680819837219964,35.60661033329745,5.1622734402775095,23.161031639035023,1.215554753236887,35.94305115043085,32.4699967717807,32.785065898784524,7.729252957706748,35.490885928980674,0,0,0,0,0,0.2400116727753816,1.337423741156805,4.631615197712318,0.6848965106716958,31.939338529215508,7.198594715141557
5.000000000000004,149.98631026123277,-2224173.5988436528,145860.6076779887,-2078312.991165664,0.46820295495899744,0.5339786333815706,0.501363167898768,0.7710260961581863,1.7031801396714599,0.8289505007522603,0.3275873328534923,0.7652161633954755,36.28991610257356,0,1.8703616611817022,35.6465483087016,5.151559463813115,23.13660908192651,1.2029840225656407,35.95138637358963,32.40614793666094,32.72649020529461,7.708534041993758,35.473512512646266,0,0,0,0,0,0.2312375300139049,1.3363830278001316,4.617580830431544,0.6690053891840702,31.87216930327937,7.174555408612187
6.000000000000338,150.50668358783233,-2225050.3400751613,146366.66699436918,-2078683.6730807922,0.4641412589825791,0.5351051808260365,0.5014542268754728,0.7457108474370284,1.758535582840107,0.8282268256619867,0.3267725987865139,0.7554234710041126,36.282296838708135,0,1.9119778479415963,35.677162783032486,5.155898590984393,23.144619512613815,1.2022894199546315,35.94564039481739,32.472221755886494,32.783750347524006,7.671088106059003,35.538782741338196,0,0,0,0,0,0.22031829017807603,1.3768726671155598,4.620793410158356,0.6671842391285949,31.937116575060458,7.135982925232966
7.000000000000672,150.9000133024519,-2226259.7755426615,146749.17731209283,-2079510.5982305687,0.4659584889381412,0.5295329353060332,0.5003376013695914,0.7851438947832392,1.7638244761916537,0.8316834455934813,0.3313458442238899,0.7717050961046783,36.27924636475967,0,1.8529499361299457,35.630971898572625,5.153485899032887,23.093640596191392,1.180907323968114,35.93268152437702,32.43662621067213,32.75735216758778,7.687948382416764,35.52511957027657,0,0,0,0,0,0.24217216079864512,1.3234170008239126,4.623952963726854,0.6513743886620809,31.907093275366098,7.15841544711073
8.000000000001005,150.24219833553988,-2226421.0646674484,146109.45698930905,-2080311.6076781393,0.4710313967347718,0.53177673384958,0.5010737450320691,0.783738230559397,1.724080283183529,0.8179973409780755,0.3169235959460064,0.7716031824873717,36.26676430234329,0,1.8596128060170365,35.657549781636135,5.179236285899151,23.13925551657935,1.2022578808898183,35.93046020131828,32.469752509062005,32.75768764647307,7.667027392373306,35.46220952345777,0,0,0,0,0,0.23982644863779168,1.3278360721674565,4.647459552049571,0.6704811470402383,31.937975775212426,7.135250658523726
9.000000000000451,150.4752850810758,-2228396.8427715935,146336.13217243968,-2082060.7105991538,0.4696732102152157,0.5307556009838077,0.5004128174878286,0.7601043226096014,1.6460636041950316,0.8303639438703685,0.32995112638253987,0.7759230682032467,36.27049624588399,0,1.8704081086607687,35.641129490706305,5.160234717256202,23.145592323401445,1.2000591501011773,35.92723323110886,32.50235580531705,32.79920493531847,7.627388824768772,35.47407137653653,0,0,0,0,0,0.24516746721943905,1.339652507676961,4.629479116272394,0.6693035491173696,31.971600204333242,7.0966332237849645
9.999999999999897,150.64308717963624,-2228761.7874011546,146499.318506066,-2082262.4688950886,0.47096828285961356,0.5295773449079935,0.5008805887913631,0.7616990854645556,1.6893844928941064,0.8235248886313715,0.3226442998400084,0.7694897176677058,36.30387729184076,0,1.8530822442123984,35.67557929030909,5.12902482698739,23.152470496556532,1.15931789373386,35.89078066617941,32.49982541388255,32.78254459751315,7.652509747409109,35.476254737466775,0,0,0,0,0,0.23991237275971233,1.323504899304405,4.5994474820793965,0.6297405488258665,31.970248068974556,7.122932402501116
10.999999999999343,150.4106290108757,-2229620.992326215,146273.2546093272,-2083347.7377168876,0.46689126077136534,0.5290656891769459,0.5009764807259234,0.7594940633917928,1.66490884569847,0.8314699660289393,0.3304934853030159,0.7791178077977383,36.337306201089405,0,1.869793633277732,35.6452100920137,5.15644461647387,23.146127299411432,1.1687073195338407,35.926699415346434,32.485322365954175,32.766735671845765,7.666995759280525,35.48799169667103,0,0,0,0,0,0.25005211862079246,1.3407279441007862,4.627378927296924,0.6396416303568948,31.95625667677723,7.137930070103579
11.999999999998789,150.66689355945,-2230912.8212662674,146522.4700391639,-2084390.3512271035,0.467541521005852,0.532124757755011,0.5007826324119791,0.767937178825925,1.672683120247906,0.8315143755423859,0.3307317431304069,0.7819758464640056,36.270607797184084,0,1.8680844704336153,35.64031415022873,5.149756462956507,23.16752419085502,1.2488104558681279,35.88103482644956,32.495462998516246,32.78240219215451,7.677876330415188,35.43897757255638,0,0,0,0,0,0.24985108870899464,1.3359597126786042,4.617631705201496,0.7166856981131169,31.963338240761235,7.145751572660177
12.999999999998234,150.35144270867727,-2230990.069281526,146215.69635624505,-2084774.3729252808,0.47108625111298963,0.5326807941662555,0.5022037906212945,0.780673175022919,1.667128275271768,0.8234487812051046,0.32124499058381006,0.7781441621167406,36.27581562414491,0,1.8730873920255409,35.65329329999622,5.137185791620112,23.178860722872457,1.2053028958478116,35.86193295370538,32.47673879751147,32.790918003749994,7.697943863035334,35.46923079532402,0,0,0,0,0,0.24546336795048518,1.3404065978592854,4.604504997453857,0.6726221016815561,31.94405800334522,7.165263068869079
13.99999999999768,149.99678781670588,-2230813.5437419675,145870.7970253073,-2084942.7467166602,0.4706938355843251,0.5306857145161619,0.49958399208336896,0.7694443505710034,1.651421942655034,0.8225517778226417,0.3229677857392727,0.7653330954357411,36.27141135393083,0,1.893624354630159,35.66882996303741,5.141922542473083,23.120974144340266,1.1972731944114479,35.91633952752747,32.47967284287404,32.775590781089704,7.678039041245917,35.45597721642446,0,0,0,0,0,0.23464738091957926,1.3629386401139971,4.611236827956921,0.666587479895286,31.948987128357878,7.147353326729755
14.999999999997126,151.03387542233128,-2231742.517833881,146879.3572606272,-2084863.1605732539,0.46888379332878394,0.5296496536807425,0.49973794547087863,0.7571987221020997,1.6719067422894192,0.8408247640253466,0.34108681855446793,0.768183263854592,36.272382675951235,0,1.8847642077483933,35.68279401018174,5.158105844282361,23.173019544385028,1.2298549611480816,35.895133209549385,32.481192848517594,32.73728148703893,7.6559863097419525,35.433109385351884,0,0,0,0,0,0.23853361017384955,1.3551145540676508,4.628456190601619,0.7002053074673391,31.95154319483685,7.12633665606121
15.999999999996572,150.55906032109965,-2232289.990474347,146417.60299065613,-2085872.3874836909,0.4712026673573222,0.5255316885156063,0.5020882557090024,0.7827007763694289,1.6276110182845258,0.8344914666558423,0.3324032109468399,0.7816110683944526,36.25094911032022,0,1.8709713911983492,35.645949136384274,5.141555994551084,23.172639154880585,1.2173713747173878,35.86126790199228,32.47704258702328,32.74032063719608,7.673529112860017,35.46175274616053,0,0,0,0,0,0.2560793798788463,1.345439702682743,4.616024306035477,0.6918396862017815,31.95151089850767,7.14799742434441
16.999999999997794,150.33420689134934,-2233021.1174290106,146198.9346478938,-2086822.1827811168,0.4690526715400977,0.5396186425429743,0.5011584787160365,0.7771191190652686,1.6947393567822377,0.846751672390017,0.34559319367398056,0.767789149473991,36.2542338903485,0,1.8622954715053126,35.665325417915966,5.158953743718435,23.14250842096743,1.252713684535685,35.83606469614426,32.46622934728538,32.77504675189596,7.671392278949369,35.492190964026975,0,0,0,0,0,0.2281705069310167,1.3226768289623383,4.61933510117546,0.7130950419927107,31.9266107047424,7.131773636406395
