time_ps,temperature_K,potential_kJ_per_mol,kinetic_kJ_per_mol,total_kJ_per_mol,graphene_z_min_nm,graphene_z_max_nm,graphene_z_mean_nm,ligand_z_min_nm,ligand_z_max_nm,pyrene_z_mean_nm,pyrene_height_above_graphene_nm,water_z_min_nm,water_z_max_nm,water_below_graphene
60.0,151.24561041031993,-356953.55813249294,30222.12173113221,-326731.4364013607,0.46790899024499666,0.5291030394375439,0.5008804622672572,0.7288391408640358,1.7054099312278517,0.8294461448622903,0.32856568259503305,0.7702676814212523,6.607454203098044,0
60.99999999999767,179.46927928208302,-349694.6107481732,35861.81701899882,-313832.79372917436,0.463456975281086,0.5374207320133291,0.5001109430758114,0.7476781459529453,1.705268233408848,0.8223400029808309,0.3222290599050195,0.7768300887899109,6.646489946664516,0
61.99999999999534,192.39352761117678,-347419.53132296586,38444.35944932513,-308975.17187364073,0.4691647706820792,0.5265780285060604,0.499641113974471,0.732698501595242,1.6695635459727542,0.8352383384899589,0.3355972245154879,0.7667469818808783,6.666084335370805,0
62.99999999999301,197.74294253413814,-345898.95773040643,39513.28745691141,-306385.670273495,0.470167906713046,0.5401460224823111,0.4992593702070053,0.7742249575024385,1.8162532375206482,0.826094819735278,0.3268354495282727,0.7662529239814964,6.661227167002011,0
63.99999999999068,197.73827481738482,-345256.4572730935,39512.35474684106,-305744.10252625245,0.4454605621300489,0.5429108414152353,0.49866351068528164,0.765298957568386,1.6919642345377035,0.8230444418747889,0.3243809311895072,0.7725613336970412,6.73189793794819,0
64.99999999999545,199.918381115895,-345355.856139245,39947.98681418922,-305407.86932505574,0.47115389136852714,0.5304671238406531,0.49915749674689414,0.7202186956810888,1.7005418281081734,0.826340422200009,0.3271829254531149,0.7813408170355807,6.658787107711035,0
66.00000000000023,200.18318862731152,-345118.1678256169,40000.90104306262,-305117.2667825543,0.4671763257890227,0.5437149690176621,0.5009492306373337,0.7325626028581769,1.6755077502937255,0.8302522398060123,0.3293030091686786,0.7776010467576313,6.666040628128016,0
67.000000000005,200.51002884310742,-345238.64145379886,40066.21073873984,-305172.43071505905,0.4682084597997891,0.5278712863480131,0.49967402948601575,0.7411293105883026,1.762689237115981,0.8330615274189259,0.33338749793291017,0.7685818192652007,6.6656313493335055,0
68.00000000000978,198.9806696254239,-345417.7727370593,39760.611916254566,-305657.1608208047,0.46751209596395604,0.5338128351416049,0.49998815466992275,0.724102183824364,1.667178678564074,0.8309196661711373,0.3309315115012146,0.772525243107288,6.59072432655546,0
69.00000000001455,200.05744189308538,-345781.42741260584,39975.77414451155,-305805.6532680943,0.4643328233406461,0.53436072054921,0.50077864855348,0.7168764016538667,1.7155572805265926,0.8339307843559257,0.33315213580244574,0.7679978094995459,6.680577018323646,0
70.00000000001933,200.4325291282474,-345717.57456658594,40050.72463100903,-305666.8499355769,0.46762264071517845,0.5317046632669861,0.5008918377911376,0.7457441072056437,1.7224680082527195,0.8206932536794869,0.3198014158883493,0.7757344278268361,6.651467888021905,0
71.0000000000241,200.2583850588594,-345717.67075081496,40015.92690531292,-305701.74384550203,0.466365586089319,0.539876446509644,0.498613513199098,0.755446391864016,1.7464882539780469,0.8424425470560193,0.34382903385692126,0.7810630341638278,6.674634593462301,0
72.00000000002888,197.46249378741481,-345959.28839263273,39457.24777324838,-306502.0406193844,0.4652825440404058,0.5355920977176396,0.49870445228191673,0.7416573408245704,1.7915630022704114,0.8436577655021024,0.34495331322018563,0.7700140010100887,6.715286580217565,0
73.00000000003365,198.31352984532387,-346023.1994975563,39627.30305796,-306395.8964395963,0.4710535042836672,0.5330210060891662,0.49975590779543255,0.7386523218069154,1.725898799881115,0.8422408655697274,0.3424849577742949,0.774827801802525,6.616721702785398,0
74.00000000003843,198.88098305951166,-345669.1904747421,39740.69239910769,-305928.4980756344,0.46475547721236943,0.5375484754815592,0.5001188708021799,0.7603492169895176,1.7512680871066522,0.8444424727921218,0.34432360198994194,0.7731025247042536,6.679475721415095,0
75.0000000000432,199.61780987035382,-345995.38763945503,39887.92622302906,-306107.461416426,0.4668062999039466,0.5346895737954149,0.4987621164907205,0.76205875429706,1.7492753058892916,0.829405120096872,0.33064300360615145,0.7676754359601894,6.617792725547716,0
76.00000000004798,200.92224817927922,-345833.4939960083,40148.58101662039,-305684.9129793879,0.4641413120550206,0.529502109338603,0.4998007413251504,0.7327032621844509,1.7771698630983295,0.8363091890473937,0.3365084477222433,0.7755977984105051,6.635527475608285,0
77.00000000005275,198.57662912283672,-346267.0760727455,39679.87594500641,-306587.2001277391,0.4669685297470427,0.540925354898139,0.5001477892562071,0.7408318699680709,1.7413572246749887,0.8305367940265945,0.33038900477038746,0.7788794831259462,6.592158031674131,0
78.00000000005753,198.85285630094208,-346066.04227004107,39735.072068579844,-306330.9702014612,0.4613996096559019,0.5305763752268167,0.49845042631953757,0.7617223602572718,1.6814402150813574,0.8265431512316668,0.3280927249121292,0.7768295021956622,6.650934151090318,0
79.0000000000623,198.61349030355885,-346457.2563553741,39687.241600696616,-306770.0147546775,0.4708392877995231,0.5418014434020142,0.4993310965116145,0.7570136822428486,1.6208031528090068,0.8086492633425518,0.3093181668309373,0.7737455209135806,6.654493720025471,0
80.00000000006708,200.47617999087907,-346170.5535117183,40059.44701098782,-306111.1065007305,0.45738849643561963,0.5337511478779149,0.5001299236249136,0.7492541745294203,1.7645755555947744,0.8329061861211164,0.33277626249620285,0.7619749969039109,6.690249939407142,0
