time_ps,pyrene_height_nm,lateral_displacement_nm,lateral_x_nm,lateral_y_nm,path_length_nm,tilt_deg
443.000,0.33016941,0.68075218,-0.63755904,-0.23862523,21.32277169,3.006154
444.000,0.33732497,0.67619741,-0.64696215,-0.19667971,21.36575826,3.364878
445.000,0.33883888,0.73415883,-0.67554470,-0.28745183,21.46092411,2.641899
446.000,0.32974294,0.65853413,-0.60593218,-0.25790191,21.53654884,1.305063
447.000,0.32274672,0.62131059,-0.59866991,-0.16619622,21.62854164,0.985363
448.000,0.33626070,0.61537026,-0.59872083,-0.14217569,21.65256222,4.088782
449.000,0.34329360,0.63522030,-0.62505507,-0.11318562,21.69172746,3.832059
450.000,0.30636612,0.59025296,-0.58905793,-0.03754085,21.77550052,4.689682
451.000,0.35289418,0.56025629,-0.55468495,-0.07881446,21.82921283,5.320234
452.000,0.34218805,0.57054514,-0.56468824,-0.08154114,21.83958108,4.517310
453.000,0.34965287,0.64960308,-0.64902912,0.02730132,21.97727664,5.045506
454.000,0.35195771,0.57049786,-0.57029951,-0.01504226,22.06667088,2.130103
455.000,0.35607141,0.58125314,-0.57651351,0.07407689,22.15600641,4.972954
456.000,0.30920309,0.47792040,-0.47672933,0.03372028,22.26364255,2.540140
457.000,0.32765247,0.51802695,-0.51637484,0.04133937,22.30401355,0.776321
458.000,0.33533622,0.53971961,-0.53483860,0.07242191,22.34016648,6.868413
459.000,0.33085609,0.51128930,-0.50715521,0.06488715,22.36885694,0.686141
460.000,0.35811527,0.47566184,-0.47548202,0.01307788,22.42958084,3.452527
461.000,0.34073688,0.55033619,-0.54584401,0.07017289,22.52019347,1.941586
462.000,0.33369659,0.51945262,-0.50923676,0.10251315,22.56903999,8.438686
463.000,0.32720854,0.43081871,-0.42668183,0.05955982,22.66210075,4.602024
464.000,0.33107563,0.40392885,-0.40320198,0.02422155,22.70452830,1.167178
465.000,0.34125770,0.39931375,-0.39340774,0.06842381,22.74980265,1.841538
466.000,0.30526812,0.45323472,-0.45315598,0.00844848,22.83446014,4.060714
467.000,0.32751818,0.39073188,-0.39056807,-0.01131296,22.90009367,2.014214
468.000,0.32703434,0.37372978,-0.37360050,0.00982928,22.92720258,2.216732
469.000,0.34859845,0.40881956,-0.40164581,0.07625009,22.99930156,6.768020
470.000,0.32671803,0.40156953,-0.37680182,0.13884695,23.06664835,2.230989
471.000,0.32349903,0.45525961,-0.42831164,0.15430636,23.12042805,2.140460
472.000,0.35016036,0.37466773,-0.33980607,0.15782186,23.20900340,9.653983
473.000,0.32757860,0.39720291,-0.35688221,0.17437097,23.23278297,2.216555
474.000,0.33280799,0.36272125,-0.34282808,0.11847199,23.29042162,0.976787
475.000,0.32165774,0.42089756,-0.40911779,0.09888067,23.35954576,2.751717
476.000,0.33885268,0.41209784,-0.40634157,0.06863785,23.38991574,5.631759
477.000,0.35811090,0.33155576,-0.32841532,0.04552578,23.47119715,4.437428
478.000,0.33602322,0.37921605,-0.37746775,0.03637184,23.52109640,4.631681
479.000,0.33462471,0.39401744,-0.39396593,-0.00637106,23.56691283,8.626278
480.000,0.31906314,0.34161250,-0.34159566,-0.00339150,23.61936779,5.471565
481.000,0.33441742,0.37146891,-0.34871063,-0.12802362,23.74420283,3.554185
482.000,0.33385680,0.38130066,-0.37841792,-0.04679822,23.83069034,1.595078
483.000,0.30960985,0.38684589,-0.38629818,-0.02057821,23.85806894,2.900566
484.000,0.33529223,0.36934504,-0.36876867,0.02062583,23.90284680,7.557540
485.000,0.34486362,0.44985153,-0.44826971,0.03769172,23.98415892,4.840760
486.000,0.32979115,0.43539295,-0.43486272,-0.02148118,24.04483165,8.556209
487.000,0.35844569,0.41499969,-0.41471013,-0.01550004,24.06585308,6.164656
488.000,0.32628660,0.33751923,-0.33579138,0.03410836,24.15906876,5.122161
489.000,0.33599439,0.41269218,-0.40329573,0.08756365,24.24517512,8.051764
490.000,0.33663349,0.41905340,-0.41210030,0.07602036,24.25969296,6.326883
491.000,0.33970686,0.39470288,-0.39467741,0.00448465,24.33331982,1.608881
492.000,0.32112710,0.44508246,-0.43440406,0.09690980,24.43392109,2.006816
493.000,0.33098977,0.35369244,-0.35166205,0.03784369,24.53558251,5.175437
494.000,0.33043443,0.39095072,-0.38256912,0.08051915,24.58827446,6.085278
495.000,0.32608052,0.35761526,-0.30735756,0.18281138,24.71524090,7.329567
496.000,0.32250113,0.36494215,-0.30844910,0.19504339,24.72752152,2.105149
497.000,0.33123609,0.28219580,-0.25711890,0.11629419,24.82152271,4.819751
498.000,0.32146044,0.29962313,-0.21489280,0.20879441,24.92320523,5.762590
499.000,0.32948805,0.27694004,-0.21678433,0.17233787,24.95971082,3.575386
500.000,0.33556497,0.27866424,-0.16560674,0.22411642,25.03251305,4.068808
