stage,target_temperature_K,measured_temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,yb_energy_kJ_mol,carbon_plane_nm,lowest_water_O_height_nm,highest_water_O_height_nm
6,300.0,295.9597221883803,-79304.17185590195,25963.33153782754,0.2821705363085984,0.5003559306065221,0.2734350563749114,3.2303558899322575
6,300.0,291.43294014550054,-79086.29779423308,25566.215531265127,0.0004376956477243995,0.49987347834759366,0.28113180959684836,3.161732541215576
6,300.0,295.04382286248216,-78916.84483279719,25882.98344965617,0.20896601760964026,0.49854110401312346,0.2653175723320057,3.119222056842337
6,300.0,298.31452631216234,-78972.82177992456,26169.908837334136,0.10726743951622263,0.4982637981345448,0.2558291778718118,3.175469371456785
6,300.0,298.57826049783466,-78602.47578768479,26193.045154836524,0.8066614949944682,0.502209978302399,0.2739664569085043,3.1236819216364546
6,300.0,305.40469134458857,-78468.14081324567,26791.899911097957,0.0383429549759094,0.4984350842200298,0.26573653568174915,3.0512525299493722
6,300.0,304.0272897306631,-78939.46138449281,26671.066121626012,0.3595247114484032,0.4997000809332779,0.2912854328764858,3.1351524155901798
6,300.0,301.33041334538757,-78703.20151762094,26434.48022679645,0.004318004537545158,0.49942535321850956,0.2622471004024951,3.0713457523914545
6,300.0,297.8940768435276,-78461.8266252384,26133.024531360505,0.014581005241732684,0.49985425559360686,0.278522643895342,3.1866100996408067
6,300.0,296.4827757893591,-78985.64304626035,26009.216883150388,0.18938098734906672,0.5003360361632991,0.2642029344412753,3.130114951225506
6,300.0,300.81814981349703,-78565.36986496346,26389.541449942393,0.2568066223685395,0.5017245342168277,0.27441705732659627,3.0420776363161073
6,300.0,296.641746867544,-78826.08463805809,26023.162763276647,0.45778493031307554,0.5011025205640998,0.2683110182801949,3.0351233068262538
6,300.0,299.0663577692109,-79077.31784906215,26235.86392485613,0.004084151082060104,0.5015805402189676,0.26861357864011903,3.0086262689081944
6,300.0,301.10735575188653,-79197.93955873989,26414.91229975126,0.07791115346644246,0.5001846842826752,0.2662507743681706,2.946497407827164
6,300.0,293.2113670679971,-78687.47637910582,25722.229624882864,0.015336656886059338,0.49892857859166195,0.2688594989506745,2.916015875028017
