time_ps,temperature_K,potential_kJ_per_mol,kinetic_kJ_per_mol,total_kJ_per_mol,graphene_z_min_nm,graphene_z_max_nm,graphene_z_mean_nm,ligand_z_min_nm,ligand_z_max_nm,pyrene_z_mean_nm,pyrene_height_above_graphene_nm,pyrene_tilt_from_graphene_plane_deg,pyrene_plane_rms_nm,terminal_C36_height_above_graphene_nm,pyrene_center_to_terminal_C36_nm,ligand_vertical_span_nm,water_z_min_nm,water_z_max_nm,water_below_graphene
5000.000000559884,298.3384921952912,-305191.1077505918,59100.9705640158,-246090.13718657603,0.46314391996971516,0.5432436328160728,0.4980574082610629,3.389662229298441,4.248646098286372,3.8853600411570115,3.3873026328959486,68.86984580942017,0.008294949909797938,3.1752814970686694,0.5250788406800465,0.8589838689879308,0.7704441361587229,6.531986653573142,0
5001.000000560088,299.9111410423725,-304893.09534432227,59412.51290819995,-245480.58243612232,0.4500082866739259,0.5399438247248298,0.4995524980576799,3.3520073974054547,4.197268441363974,3.863535343197066,3.363982845139386,62.38307240264214,0.0074761861293781845,3.126503577015102,0.5115439587056729,0.8452610439585193,0.7771769412235283,6.535840416087353,0
5002.0000005602915,298.90845290469844,-305791.59456520993,59213.88000074806,-246577.71456446187,0.4673274442981371,0.5404123049100831,0.5006501913002972,3.3710134851426474,4.199661129336519,3.841905082720823,3.341254891420526,72.45556627758214,0.005288614348271806,3.173678788756978,0.43902975205884953,0.8286476441938717,0.7747898679110605,6.582597505275658,0
5003.000000560495,299.9667342575913,-305020.8128657397,59423.52594561268,-245597.286920127,0.4643505819730473,0.5358966973227197,0.5019096324071974,3.383953961554589,4.295029570697906,3.8919497047488476,3.39004007234165,75.34017675985437,0.005359820256263882,3.2124749927161185,0.43745469591090386,0.9110756091433174,0.7733321783984135,6.614360690286226,0
5004.000000560699,301.32217089396926,-305431.1181698004,59692.038466938706,-245739.07970286167,0.45092300341679703,0.5376537194209536,0.4986276155952,3.383598116198643,4.2807801855966545,3.939051435467632,3.4404238198724317,72.8644858282653,0.004686876140654752,3.2041331438886442,0.4836659966004875,0.8971820693980117,0.762431274580055,6.5930590816502335,0
5005.000000560903,298.0345437324787,-304499.4502564962,59040.75825610515,-245458.69200039105,0.4576301387723998,0.540934345436126,0.499290007515805,3.2643016517089194,4.241017452531018,3.8924965475675926,3.3932065400517875,78.61134776816706,0.01194790290779456,3.127058890267362,0.45604445450239417,0.9767158008220989,0.7599797851936769,6.53531904264031,0
5006.000000561106,301.2202186740859,-304540.21302459296,59671.84169279158,-244868.37133180138,0.45805228161284406,0.5363116284905463,0.5002913195289908,3.309266899007561,4.263151158554007,3.8537670416549883,3.3534757221259976,71.56668648192483,0.007161558794197106,3.166613505157983,0.44534685028626647,0.9538842595464461,0.7718731752511222,6.564364204930413,0
5007.00000056131,301.43434099266176,-305255.7965501193,59714.2594068255,-245541.5371432938,0.4461959727398108,0.5469492096125251,0.49970606391060246,3.2585952687368938,4.222718202965172,3.888958387621491,3.3892523237108887,69.70537287270278,0.005036235763583903,3.0565561656637894,0.5360292057794119,0.9641229342282784,0.7513587709130061,6.573805098998179,0
5008.000000561514,299.08420624441663,-305153.80475382926,59248.6968052468,-245905.10794858244,0.45880702496244496,0.5427540692339292,0.5029438569859455,3.2587484291071007,4.228681041420252,3.8467814119552433,3.343837554969298,74.13326940199987,0.00750844641799317,3.1645824444198905,0.42287509797379896,0.9699326123131513,0.7790592815074504,6.565441956431812,0
5009.000000561718,297.9406262653484,-304983.2031566282,59022.153169582554,-245961.04998704564,0.45169876837757617,0.5326768599142238,0.4974636886091039,3.2667943851110977,4.244013856519857,3.7903632844419333,3.2928995958328295,75.12104515741287,0.008542503518346642,3.1725307610880105,0.400531011952621,0.977219471408759,0.7643448450794406,6.609629407254815,0
