time_ps,temperature_K,potential_kJ_per_mol,kinetic_kJ_per_mol,total_kJ_per_mol,graphene_z_min_nm,graphene_z_max_nm,graphene_z_mean_nm,ligand_z_min_nm,ligand_z_max_nm,pyrene_z_mean_nm,pyrene_height_above_graphene_nm,pyrene_tilt_from_graphene_plane_deg,pyrene_plane_rms_nm,terminal_C36_height_above_graphene_nm,pyrene_center_to_terminal_C36_nm,ligand_vertical_span_nm,water_z_min_nm,water_z_max_nm,water_below_graphene
0.0,311.21903268198196,-302889.8850680082,61652.610610698786,-241237.27445730942,0.4640765171818171,0.5346593683332124,0.49998185903734904,2.962392471635411,4.150515794502155,2.9997894929483877,2.499807633911039,2.201224809594099,0.0009001598502205671,3.483534646189205,1.833392719544026,1.188123322866744,0.7759605651027109,6.61939158335754,0
0.10000000000000007,305.02535163805095,-301590.4455223661,60425.64000302857,-241164.80551933753,0.44933959090852227,0.5445398922313522,0.5009196898983972,2.9349122274776676,4.151188659172078,3.0069903969427383,2.506070707044341,7.261276028880276,0.0068002100612262915,3.473073330035169,1.8360983336435577,1.2162764316944106,0.7726545140696164,6.576863432253674,0
0.20000000000000015,301.91802951592643,-301631.3092889297,59810.07829015251,-241821.23099877717,0.45824053727650527,0.5436916096329405,0.5010735791631714,2.9164897332844717,4.119095095597302,3.007665759916219,2.5065921807530476,9.233813994417398,0.0076521437882127565,3.4338609200377705,1.8298608302545782,1.2026053623128306,0.7690256436967733,6.598993049677034,0
0.3000000000000002,304.32868116811375,-302367.113322387,60287.629313782265,-242079.48400860472,0.4547072786288249,0.5434167149434099,0.5010377731381932,2.9473548822324886,4.0980586627604225,3.002105030348843,2.5010672572106496,7.671796252045277,0.005920811100132927,3.382785880208616,1.7913986295772697,1.1507037805279339,0.7657948547126558,6.599322415365336,0
0.4000000000000003,305.33395274596006,-302904.95756558795,60486.77400173036,-242418.18356385757,0.46179999702200814,0.5470660120049384,0.5009880291609345,2.914288802782732,4.081127476519953,2.997570175535433,2.4965821463744984,11.801454299164478,0.0058349251763907765,3.3413993461414666,1.7306007474063974,1.166838673737221,0.7645776145880596,6.589971961561975,0
0.5000000000000003,303.4113509755958,-302621.283073477,60105.905848243005,-242515.37722523397,0.45759406963920957,0.5400755729847599,0.500195893967015,2.8577295102076263,4.0570807645983145,2.9950121334444866,2.4948162394774718,15.340809727178359,0.010577702703467839,3.313735728362377,1.6496143075131349,1.1993512543906881,0.7629763219994388,6.60241343274906,0
0.6000000000000004,301.2537932632288,-302662.2237826013,59678.492831872,-242983.7309507293,0.46267445144724384,0.5372409033965848,0.4988529248951829,2.886670590198436,4.025561395344184,2.9892107772154377,2.4903578523202548,14.412777834396268,0.004346179984105391,3.2931526676923886,1.6010272059162218,1.1388908051457478,0.7685313041923028,6.573891227546454,0
0.7000000000000005,301.92306724834685,-302862.03840864357,59811.07626689128,-243050.9621417523,0.4538806238529052,0.5434745013826285,0.49889741827576173,2.851047496951228,4.00814648260274,2.9747509510064427,2.4758535327306808,13.85030598029016,0.007201088753127359,3.2816757303635384,1.6009226923493016,1.157098985651512,0.7687740897201307,6.565304267270258,0
0.8000000000000006,302.1869771114563,-302552.65721006086,59863.356912732226,-242689.30029732862,0.45080537870864745,0.5419871458395313,0.4987855304297528,2.8668389255731164,4.013948870258705,2.9644803475734367,2.465694817143684,16.46815513703094,0.004933366993184861,3.224553946903239,1.5995715946970597,1.1471099446855888,0.7608655165698348,6.577479445752061,0
0.9000000000000007,302.88871087111545,-302715.13966108207,60002.37064162861,-242712.76901945347,0.4560235995389581,0.5440003282125566,0.4988172610058783,2.8238031502581755,4.023419773413721,2.9695230535464985,2.4707057925406204,22.70529636826892,0.005479223665085155,3.185229694102369,1.631274492861784,1.1996166231555456,0.7705430216562537,6.542543864110879,0
